id,splitOnRecType,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,currentPatchLocation_1,currentPatchLocation_2,MeanRespOn,SEM,nodeid,leafid
11,"exc","image","2016/11/22","00152",6,"Cell2","keep",1286,635,-133.685484608864,0,19,11
12,"exc","intensity","2016/11/22","00152",6,"Cell2","keep",1286,635,-133.649072922043,0,19,12
13,"exc","image","2016/11/22","00152",7,"Cell2","keep",1241,648,-136.617250155411,32.5027753583261,19,13
14,"exc","intensity","2016/11/22","00152",7,"Cell2","keep",1241,648,-138.996774134696,7.80875786821862,19,14
15,"exc","image","2016/11/22","00152",8,"Cell2","keep",377,669,-23.8621779007879,9.9606703649425,19,15
16,"exc","intensity","2016/11/22","00152",8,"Cell2","keep",377,669,3.81427825143825,1.23616871069878,19,16
17,"exc","image","2016/11/22","00152",9,"Cell2","keep",1114,294,-40.5323811844168,18.5325493754786,19,17
18,"exc","intensity","2016/11/22","00152",9,"Cell2","keep",1114,294,-51.1640183377636,31.1182406145773,19,18
19,"exc","image","2016/11/22","00152",10,"Cell2","keep",544,542,-58.1885699536247,0,19,19
20,"exc","intensity","2016/11/22","00152",10,"Cell2","keep",544,542,-53.4591747345191,0,19,20
21,"exc","image","2016/11/22","00152",11,"Cell2","keep",1201,518,-64.4497722222298,0,19,21
22,"exc","intensity","2016/11/22","00152",11,"Cell2","keep",1201,518,-65.3043484909825,0,19,22
23,"exc","image","2016/11/22","00152",12,"Cell2","keep",357,359,-64.4619766888238,51.7322317038876,19,23
24,"exc","intensity","2016/11/22","00152",12,"Cell2","keep",357,359,-33.2796681647953,33.756971472562,19,24
25,"exc","image","2016/11/22","00152",13,"Cell2","keep",561,546,-23.0739048960714,18.1199273935536,19,25
26,"exc","intensity","2016/11/22","00152",13,"Cell2","keep",561,546,7.7190394188304,23.8169527595954,19,26
27,"exc","image","2016/11/22","00152",14,"Cell2","keep",1215,685,10.4595506742683,9.45372228661678,19,27
28,"exc","intensity","2016/11/22","00152",14,"Cell2","keep",1215,685,-17.3938612951013,10.7504717196772,19,28
29,"exc","image","2016/11/22","00152",15,"Cell2","keep",533,572,1.41976367022203,0,19,29
30,"exc","intensity","2016/11/22","00152",15,"Cell2","keep",533,572,9.92289543138053,0,19,30
31,"exc","image","2016/11/22","00152",16,"Cell2","keep",1161,631,-7.61625165568242,0,19,31
32,"exc","intensity","2016/11/22","00152",16,"Cell2","keep",1161,631,-3.1199754560776,0,19,32
33,"exc","image","2016/11/22","00152",17,"Cell2","keep",689,703,-14.6818666242447,0,19,33
34,"exc","intensity","2016/11/22","00152",17,"Cell2","keep",689,703,3.32915855272825,0,19,34
35,"exc","image","2016/11/22","00152",18,"Cell2","keep",1223,610,-26.153945040751,14.8327090018755,19,35
36,"exc","intensity","2016/11/22","00152",18,"Cell2","keep",1223,610,-46.4914541046699,21.2852538877172,19,36
37,"exc","image","2016/11/22","00152",19,"Cell2","keep",1285,697,-132.690956598049,18.9506457802409,19,37
38,"exc","intensity","2016/11/22","00152",19,"Cell2","keep",1285,697,-187.346752164647,9.7316952629502,19,38
39,"exc","image","2016/11/22","00152",20,"Cell2","keep",1289,789,-99.136331516445,18.5931370077093,19,39
40,"exc","intensity","2016/11/22","00152",20,"Cell2","keep",1289,789,-85.9873786164261,10.6279625122163,19,40
41,"exc","image","2016/11/22","00152",21,"Cell2","keep",672,738,4.344381208089,0.622626033387533,19,41
42,"exc","intensity","2016/11/22","00152",21,"Cell2","keep",672,738,40.4169665663921,10.1749294782564,19,42
43,"exc","image","2016/11/22","00152",22,"Cell2","keep",1269,535,-7.34958074782578,0,19,43
44,"exc","intensity","2016/11/22","00152",22,"Cell2","keep",1269,535,-8.13094734485169,0,19,44
45,"exc","image","2016/11/22","00152",23,"Cell2","keep",1260,551,-12.4409496945827,0,19,45
46,"exc","intensity","2016/11/22","00152",23,"Cell2","keep",1260,551,-1.91041510218427,0,19,46
47,"exc","image","2016/11/22","00152",24,"Cell2","keep",1272,713,-28.5376622128331,9.50076654819399,19,47
48,"exc","intensity","2016/11/22","00152",24,"Cell2","keep",1272,713,-31.5472906793527,20.0669888557665,19,48
49,"exc","image","2016/11/22","00152",25,"Cell2","keep",1153,358,18.367189534079,0,19,49
50,"exc","intensity","2016/11/22","00152",25,"Cell2","keep",1153,358,-0.645750962362839,0,19,50
51,"exc","image","2016/11/22","00152",26,"Cell2","keep",690,764,-11.4379957910628,30.5571735338646,19,51
52,"exc","intensity","2016/11/22","00152",26,"Cell2","keep",690,764,-36.9779002465196,30.1929442687875,19,52
53,"exc","image","2016/11/22","00152",27,"Cell2","keep",958,566,-19.4339421514097,0,19,53
54,"exc","intensity","2016/11/22","00152",27,"Cell2","keep",958,566,-31.7539190968122,0,19,54
55,"exc","image","2016/11/22","00152",28,"Cell2","keep",1149,340,-57.293912986103,0,19,55
56,"exc","intensity","2016/11/22","00152",28,"Cell2","keep",1149,340,-38.0421133477934,0,19,56
57,"exc","image","2016/11/22","00152",29,"Cell2","keep",1287,606,-73.9685944336829,0,19,57
58,"exc","intensity","2016/11/22","00152",29,"Cell2","keep",1287,606,-79.3477835093039,0,19,58
59,"exc","image","2016/11/22","00152",30,"Cell2","keep",1303,683,-232.461279325294,13.5806189666315,19,59
60,"exc","intensity","2016/11/22","00152",30,"Cell2","keep",1303,683,-236.456177543164,32.2906720872807,19,60
1,"exc","image","2016/11/22","01151",1,"Cell2","keep",975,274,-23.3650995875567,0,20,1
2,"exc","intensity","2016/11/22","01151",1,"Cell2","keep",975,274,-51.4214181175508,0,20,2
3,"exc","image","2016/11/22","01151",2,"Cell2","keep",1025,700,-57.8510098784364,13.5256795410438,20,3
4,"exc","intensity","2016/11/22","01151",2,"Cell2","keep",1025,700,-14.4333910672458,8.24414378707141,20,4
5,"exc","image","2016/11/22","01151",3,"Cell2","keep",855,429,5.37744426841534,11.1997802322381,20,5
6,"exc","intensity","2016/11/22","01151",3,"Cell2","keep",855,429,-17.0001773530998,10.917573530892,20,6
7,"exc","image","2016/11/22","01151",4,"Cell2","keep",655,539,-35.9352111532496,0,20,7
8,"exc","intensity","2016/11/22","01151",4,"Cell2","keep",655,539,-23.5523065919459,0,20,8
9,"exc","image","2016/11/22","01151",5,"Cell2","keep",1025,700,-20.7025797745952,0,20,9
10,"exc","intensity","2016/11/22","01151",5,"Cell2","keep",1025,700,-32.7616989425991,0,20,10
11,"exc","image","2016/11/22","01151",6,"Cell2","keep",280,457,-34.7326373725626,0,20,11
12,"exc","intensity","2016/11/22","01151",6,"Cell2","keep",280,457,-23.9788784938223,0,20,12
13,"exc","image","2016/11/22","01151",7,"Cell2","keep",669,352,6.86800684651451,48.5949086662708,20,13
14,"exc","intensity","2016/11/22","01151",7,"Cell2","keep",669,352,12.9888178567086,3.35986062229164,20,14
15,"exc","image","2016/11/22","01151",8,"Cell2","keep",1104,435,-30.2793451677549,0,20,15
16,"exc","intensity","2016/11/22","01151",8,"Cell2","keep",1104,435,-31.6823652476179,0,20,16
17,"exc","image","2016/11/22","01151",9,"Cell2","keep",949,295,-28.0068460079357,40.5312720875424,20,17
18,"exc","intensity","2016/11/22","01151",9,"Cell2","keep",949,295,-12.4118249727693,18.9595037773007,20,18
19,"exc","image","2016/11/22","01151",10,"Cell2","keep",709,804,-22.3889856950624,21.2665426616761,20,19
20,"exc","intensity","2016/11/22","01151",10,"Cell2","keep",709,804,-37.5352811475636,22.990568767702,20,20
21,"exc","image","2016/11/22","01151",11,"Cell2","keep",388,596,-29.9030746651264,40.2111606546246,20,21
22,"exc","intensity","2016/11/22","01151",11,"Cell2","keep",388,596,-19.3774267046597,9.6396509119084,20,22
23,"exc","image","2016/11/22","01151",12,"Cell2","keep",977,297,-38.2751714272182,22.8294623490919,20,23
24,"exc","intensity","2016/11/22","01151",12,"Cell2","keep",977,297,-27.75551627644,15.7654467546385,20,24
25,"exc","image","2016/11/22","01151",13,"Cell2","keep",677,664,12.1698481721513,23.2633906554945,20,25
26,"exc","intensity","2016/11/22","01151",13,"Cell2","keep",677,664,-27.8082384336603,8.6241700951556,20,26
27,"exc","image","2016/11/22","01151",14,"Cell2","keep",959,288,-30.3845276388422,0,20,27
28,"exc","intensity","2016/11/22","01151",14,"Cell2","keep",959,288,-6.33612689968209,0,20,28
29,"exc","image","2016/11/22","01151",15,"Cell2","keep",968,324,-24.8681453267526,12.991417468398,20,29
30,"exc","intensity","2016/11/22","01151",15,"Cell2","keep",968,324,-36.7351443218509,29.6116215886227,20,30
31,"exc","image","2016/11/22","01151",16,"Cell2","keep",1021,335,32.5051893068154,0,20,31
32,"exc","intensity","2016/11/22","01151",16,"Cell2","keep",1021,335,19.3535108913993,0,20,32
33,"exc","image","2016/11/22","01151",17,"Cell2","keep",1293,320,16.3215892245053,12.0195920149603,20,33
34,"exc","intensity","2016/11/22","01151",17,"Cell2","keep",1293,320,-13.3773935837156,23.5590119562901,20,34
35,"exc","image","2016/11/22","01151",18,"Cell2","keep",293,689,-14.5735155882422,16.1401413167943,20,35
36,"exc","intensity","2016/11/22","01151",18,"Cell2","keep",293,689,-14.920368183277,23.0877115289704,20,36
37,"exc","image","2016/11/22","01151",19,"Cell2","keep",680,640,-15.2260703322502,0,20,37
38,"exc","intensity","2016/11/22","01151",19,"Cell2","keep",680,640,-1.81204765740375,0,20,38
39,"exc","image","2016/11/22","01151",20,"Cell2","keep",661,648,30.5126824672502,13.2088702929109,20,39
40,"exc","intensity","2016/11/22","01151",20,"Cell2","keep",661,648,0.0201960285207513,16.8636115168659,20,40
41,"exc","image","2016/11/22","01151",21,"Cell2","keep",283,325,-28.9268937925034,0,20,41
42,"exc","intensity","2016/11/22","01151",21,"Cell2","keep",283,325,-14.071633111165,0,20,42
43,"exc","image","2016/11/22","01151",22,"Cell2","keep",989,333,-63.2714564700904,0,20,43
44,"exc","intensity","2016/11/22","01151",22,"Cell2","keep",989,333,-56.6349429904514,0,20,44
45,"exc","image","2016/11/22","01151",23,"Cell2","keep",972,743,-26.5462058381108,23.6848053736578,20,45
46,"exc","intensity","2016/11/22","01151",23,"Cell2","keep",972,743,-23.8884303166025,1.20071157770056,20,46
47,"exc","image","2016/11/22","01151",24,"Cell2","keep",1313,803,-21.1631562837313,24.9145473713785,20,47
48,"exc","intensity","2016/11/22","01151",24,"Cell2","keep",1313,803,-19.5785009965072,12.2647998506113,20,48
49,"exc","image","2016/11/22","01151",25,"Cell2","keep",241,685,7.13418422568282,11.3972617369811,20,49
50,"exc","intensity","2016/11/22","01151",25,"Cell2","keep",241,685,-15.6560725268877,10.1578750421448,20,50
51,"exc","image","2016/11/22","01151",26,"Cell2","keep",855,429,-29.911204439743,0,20,51
52,"exc","intensity","2016/11/22","01151",26,"Cell2","keep",855,429,-10.8408490264065,0,20,52
53,"exc","image","2016/11/22","01151",27,"Cell2","keep",610,840,-18.8546769358788,9.16843873318401,20,53
54,"exc","intensity","2016/11/22","01151",27,"Cell2","keep",610,840,6.01966925091924,8.51256634669122,20,54
55,"exc","image","2016/11/22","01151",28,"Cell2","keep",1046,804,-23.5288612944132,17.4839276374289,20,55
56,"exc","intensity","2016/11/22","01151",28,"Cell2","keep",1046,804,-33.8926686401516,29.3018758643247,20,56
57,"exc","image","2016/11/22","01151",29,"Cell2","keep",1042,668,-44.9946777544791,0,20,57
58,"exc","intensity","2016/11/22","01151",29,"Cell2","keep",1042,668,-27.3129208210105,0,20,58
59,"exc","image","2016/11/22","01151",30,"Cell2","keep",669,352,-25.7276029262197,4.51882180283589,20,59
60,"exc","intensity","2016/11/22","01151",30,"Cell2","keep",1292,330,-28.5209645279484,16.2093745329229,20,60
