id,splitOnRecType,splitOnPatchLocation,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,currentPatchLocation_1,currentPatchLocation_2,equivalentIntensity,backgroundIntensity,MeanRespOn,SEM,nodeid,leafid
134,"exc","1208   520","image","2016/09/13","00152",23,"On parasol1","keep",1208,520,0.221323240965505,0.199407172495471,-28.1976450984354,8.55640091056201,3,134
135,"inh","1208   520","image","2016/09/13","00152",23,"On parasol1","keep",1208,520,0.221323240965505,0.199407172495471,53.3473055637181,8.85227465137836,3,135
136,"cell-attach","1208   520","intensity","2016/09/13","00152",23,"On parasol1","keep",1208,520,0.221323240965505,0.199407172495471,-1.13518182561096,0.61892501894776,3,136
137,"exc","1208   520","intensity","2016/09/13","00152",23,"On parasol1","keep",1208,520,0.221323240965505,0.199407172495471,-10.0108792266521,2.28923573951801,3,137
138,"inh","1208   520","intensity","2016/09/13","00152",23,"On parasol1","keep",1208,520,0.221323240965505,0.199407172495471,-8.98315019210012,9.61326382102291,3,138
139,"cell-attach","252  337","image","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,0.452492347648921,0.570182710984854,3,139
140,"exc","252  337","image","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,-4.31481297390941,2.92864145631496,3,140
141,"inh","252  337","image","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,-6.68300301212577,10.6254476615369,3,141
142,"cell-attach","252  337","intensity","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,-0.0637246884689127,0.0657382505523698,3,142
143,"exc","252  337","intensity","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,-8.27132066394176,2.98225069535215,3,143
144,"inh","252  337","intensity","2016/09/13","00152",24,"On parasol1","keep",252,337,0.216583991655894,0.199407172495471,-3.65067212220546,11.1778476862399,3,144
145,"cell-attach","1187   597","image","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,-1.29758268206385,1.24937363545377,3,145
146,"exc","1187   597","image","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,2.64754242162827,2.69506861945209,3,146
147,"inh","1187   597","image","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,4.36405857898007,4.96805592276899,3,147
148,"cell-attach","1187   597","intensity","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,1.13593680194644,0.914268790135546,3,148
149,"exc","1187   597","intensity","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,-4.91801926109503,1.53685734760714,3,149
150,"inh","1187   597","intensity","2016/09/13","00152",25,"On parasol1","keep",1187,597,0.195734207560244,0.199407172495471,-2.34188920452836,9.20074356830456,3,150
151,"cell-attach","377  669","image","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,2.66154663300612,2.44537004771873,3,151
152,"exc","377  669","image","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,-7.06033750212245,3.83440660923007,3,152
153,"inh","377  669","image","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,10.4232436972644,11.6106153568231,3,153
154,"cell-attach","377  669","intensity","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,-0.105327336634359,0.106310192129486,3,154
155,"exc","377  669","intensity","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,-6.18480991808453,2.67164628679842,3,155
156,"inh","377  669","intensity","2016/09/13","00152",26,"On parasol1","keep",377,669,0.21390264305633,0.199407172495471,-6.65424574787558,5.165031974627,3,156
157,"cell-attach","695  724","image","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,6.44781950367406,7.18643556195073,3,157
158,"exc","695  724","image","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,-107.808412528523,9.98152244480161,3,158
159,"inh","695  724","image","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,30.919006304085,13.0170591747453,3,159
160,"cell-attach","695  724","intensity","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,5.1376046739655,4.95478029979305,3,160
161,"exc","695  724","intensity","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,-89.8686521776611,13.1714959946408,3,161
162,"inh","695  724","intensity","2016/09/13","00152",27,"On parasol1","keep",695,724,0.304286781151532,0.199407172495471,11.43820234643,19.0663874321173,3,162
163,"cell-attach","1272   713","image","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,2.67008403345421,1.85385901490338,3,163
164,"exc","1272   713","image","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,-47.9198467562504,15.6733624575149,3,164
165,"inh","1272   713","image","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,241.765648299178,47.5696506762933,3,165
166,"cell-attach","1272   713","intensity","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,-0.0138233930264015,0.153025965295579,3,166
167,"exc","1272   713","intensity","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,2.97931098656238,1.58480971422207,3,167
168,"inh","1272   713","intensity","2016/09/13","00152",28,"On parasol1","keep",1272,713,0.20134297018081,0.199407172495471,10.1313841988784,3.92113397523939,3,168
169,"cell-attach","1158   497","image","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,1.58876597669948,0.875668928861041,3,169
170,"exc","1158   497","image","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,-32.6328423871298,13.6270587775375,3,170
171,"inh","1158   497","image","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,247.236571698533,22.3914905746334,3,171
172,"cell-attach","1158   497","intensity","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,2.03473618516536,1.99533158972944,3,172
173,"exc","1158   497","intensity","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,-3.49639156396034,1.82266697681996,3,173
174,"inh","1158   497","intensity","2016/09/13","00152",29,"On parasol1","keep",1158,497,0.204066932760707,0.199407172495471,-3.84748631367675,4.54615582391486,3,174
175,"cell-attach","1254   572","image","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,1.58795433598077,0.984209814490152,3,175
176,"exc","1254   572","image","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,-20.1338937635341,4.66540245050874,3,176
177,"inh","1254   572","image","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,58.54580873721,10.2372883474988,3,177
178,"cell-attach","1254   572","intensity","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,1.32656297867223,1.23918632411669,3,178
179,"exc","1254   572","intensity","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,-8.24560287556837,2.12145624131293,3,179
180,"inh","1254   572","intensity","2016/09/13","00152",30,"On parasol1","keep",1254,572,0.225120973107947,0.199407172495471,110.14356691421,126.981109268602,3,180
1,"cell-attach","1241   648","image","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,4.22328388540074,3.15404207051536,4,1
2,"exc","1241   648","image","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,-238.441253529378,31.8164541736768,4,2
3,"inh","1241   648","image","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,152.205200200966,66.3653000802903,4,3
4,"cell-attach","1241   648","intensity","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,4.52355226122258,3.09960893395623,4,4
5,"exc","1241   648","intensity","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,-219.552937759905,11.4474115925098,4,5
6,"inh","1241   648","intensity","2016/09/13","00152",1,"On parasol2","keep",1241,648,0.331865937790968,0.199407172495471,173.028095892154,78.4457046544845,4,6
7,"cell-attach","679  707","image","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,-0.659112628260452,0.876459505515325,4,7
8,"exc","679  707","image","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,-36.723136045924,7.66106418351918,4,8
9,"inh","679  707","image","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,564.437043531538,194.832178910056,4,9
10,"cell-attach","679  707","intensity","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,0.674164253816144,0.887190993093747,4,10
11,"exc","679  707","intensity","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,-6.52434333193586,8.24312434178622,4,11
12,"inh","679  707","intensity","2016/09/13","00152",2,"On parasol2","keep",679,707,0.197075783213434,0.199407172495471,-44.568142383854,52.6520476947149,4,12
13,"cell-attach","1287   606","image","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,1.78106463447439,1.64344606260323,4,13
14,"exc","1287   606","image","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,-117.864896083542,8.81820940256952,4,14
15,"inh","1287   606","image","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,117.050550060361,69.2252404471926,4,15
16,"cell-attach","1287   606","intensity","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,-0.412230434340566,0.82811996170405,4,16
17,"exc","1287   606","intensity","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,-71.6617541549948,13.6849229723341,4,17
18,"inh","1287   606","intensity","2016/09/13","00152",3,"On parasol2","keep",1287,606,0.259763524919146,0.199407172495471,-0.425807595940801,11.1075139893691,4,18
19,"cell-attach","533  572","image","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,1.12524959935437,0.791028830367555,4,19
20,"exc","533  572","image","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,-36.8377172831062,7.65025132807809,4,20
21,"inh","533  572","image","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,136.240232034815,49.0394722600115,4,21
22,"cell-attach","533  572","intensity","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,0.880097164290567,0.84077257312863,4,22
23,"exc","533  572","intensity","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,-0.370828046315023,7.36716090522679,4,23
24,"inh","533  572","intensity","2016/09/13","00152",4,"On parasol2","keep",533,572,0.207997468507395,0.199407172495471,-49.6219952708926,28.7148579818277,4,24
25,"cell-attach","690  764","image","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,0.30543163626254,0.107004997045877,4,25
26,"exc","690  764","image","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,-20.1302722114181,5.58256957732385,4,26
27,"inh","690  764","image","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,61.7208216988314,19.8468695262072,4,27
28,"cell-attach","690  764","intensity","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,2.74907490657878,2.45103493273464,4,28
29,"exc","690  764","intensity","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,11.4983140575086,8.23583528696919,4,29
30,"inh","690  764","intensity","2016/09/13","00152",5,"On parasol2","keep",690,764,0.2055997355833,0.199407172495471,0.783472925401532,9.61917175637011,4,30
31,"cell-attach","1286   635","image","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,5.52063802819783,3.89696287356481,4,31
32,"exc","1286   635","image","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,-204.982093665603,15.1341965616154,4,32
33,"inh","1286   635","image","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,181.110583503468,84.2278803020628,4,33
34,"cell-attach","1286   635","intensity","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,3.34350577013057,2.32973610622627,4,34
35,"exc","1286   635","intensity","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,-181.769688306133,10.2780121263232,4,35
36,"inh","1286   635","intensity","2016/09/13","00152",6,"On parasol2","keep",1286,635,0.314158888184507,0.199407172495471,136.422290079943,60.5163754198058,4,36
37,"cell-attach","1153   358","image","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,0.436849160376497,0.357304324324306,4,37
38,"exc","1153   358","image","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,-37.4696248516024,3.32770445600157,4,38
39,"inh","1153   358","image","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,110.83673529213,45.8454985520608,4,39
40,"cell-attach","1153   358","intensity","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,0.118066764673591,0.0953667309270506,4,40
41,"exc","1153   358","intensity","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,1.81386569854127,12.3635706688806,4,41
42,"inh","1153   358","intensity","2016/09/13","00152",7,"On parasol2","keep",1153,358,0.206967413357132,0.199407172495471,-35.2695953714348,28.9322594724758,4,42
43,"cell-attach","1149   340","image","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,1.32851505621179,0.749945507105214,4,43
44,"exc","1149   340","image","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,-34.3362013646029,11.7154704036547,4,44
45,"inh","1149   340","image","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,97.6860920663279,40.4350869902268,4,45
46,"cell-attach","1149   340","intensity","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,-0.384654820408538,0.92863756035499,4,46
47,"exc","1149   340","intensity","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,-42.9567860448924,14.3934300583356,4,47
48,"inh","1149   340","intensity","2016/09/13","00152",8,"On parasol2","keep",1149,340,0.235347365769171,0.199407172495471,-13.3247566645267,12.8037515365518,4,48
49,"cell-attach","1289   789","image","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,0.340664850082309,0.143299458867526,4,49
50,"exc","1289   789","image","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,-125.927751263364,8.54354029186329,4,50
51,"inh","1289   789","image","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,-8.52558783777472,24.6495181556584,4,51
52,"cell-attach","1289   789","intensity","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,2.05282048516781,1.50477728729465,4,52
53,"exc","1289   789","intensity","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,-94.6324458983777,11.741033458598,4,53
54,"inh","1289   789","intensity","2016/09/13","00152",9,"On parasol2","keep",1289,789,0.265791576129827,0.199407172495471,6.23421090049149,12.042466289322,4,54
55,"cell-attach","672  738","image","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,0.394937709131652,0.146681672851927,4,55
56,"exc","672  738","image","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,-75.8328763835812,7.8650846296637,4,56
57,"inh","672  738","image","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,171.480727865884,60.1275530528565,4,57
58,"cell-attach","672  738","intensity","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,-0.105098026481954,0.0790841109214858,4,58
59,"exc","672  738","intensity","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,-12.3928973490536,7.41476483075515,4,59
60,"inh","672  738","intensity","2016/09/13","00152",10,"On parasol2","keep",672,738,0.218887113732816,0.199407172495471,-13.9790571685204,7.94667760684003,4,60
61,"cell-attach","357  359","image","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,1.84597731051234,1.6477570111213,4,61
62,"exc","357  359","image","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,-91.737516246444,10.3377981839515,4,62
63,"inh","357  359","image","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,23.8954205299935,21.5370535441533,4,63
64,"cell-attach","357  359","intensity","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,2.72955800538999,2.45221564378225,4,64
65,"exc","357  359","intensity","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,-57.5331334407,13.2473835693145,4,65
66,"inh","357  359","intensity","2016/09/13","00152",11,"On parasol2","keep",357,359,0.251592923246737,0.199407172495471,-9.592898436009,15.0231069332783,4,66
67,"cell-attach","453  350","image","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,0.960197778800991,0.779349263961079,4,67
68,"exc","453  350","image","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,10.4127635011225,11.223414995871,4,68
69,"inh","453  350","image","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,76.6879191980432,26.4077854967244,4,69
70,"cell-attach","453  350","intensity","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,-0.684867383712147,0.867566582911631,4,70
71,"exc","453  350","intensity","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,-17.5361624667625,6.15922674335224,4,71
72,"inh","453  350","intensity","2016/09/13","00152",12,"On parasol2","keep",453,350,0.204775702502008,0.199407172495471,2.34856291587507,5.20079936853267,4,72
73,"cell-attach","1259   598","image","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,1.20425026400658,0.756939871937118,4,73
74,"exc","1259   598","image","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,-73.2460361241731,3.49091436372914,4,74
75,"inh","1259   598","image","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,70.4699232008367,33.8168278328545,4,75
76,"cell-attach","1259   598","intensity","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,-0.61535379498403,1.26140077670111,4,76
77,"exc","1259   598","intensity","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,-75.9369861132944,10.7269646638953,4,77
78,"inh","1259   598","intensity","2016/09/13","00152",13,"On parasol2","keep",1259,598,0.251454898594964,0.199407172495471,-20.7954749346454,15.7476436427677,4,78
79,"cell-attach","1209   261","image","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,3.72595153315587,3.25248132569388,4,79
80,"exc","1209   261","image","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,-215.317294388745,19.0075759926731,4,80
81,"inh","1209   261","image","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,112.548889777089,50.0788745847779,4,81
82,"cell-attach","1209   261","intensity","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,3.42190845293031,2.62971863423307,4,82
83,"exc","1209   261","intensity","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,-172.953286458798,10.1150394886428,4,83
84,"inh","1209   261","intensity","2016/09/13","00152",14,"On parasol2","keep",1209,261,0.300737761396376,0.199407172495471,79.2448098251945,46.4940118488541,4,84
85,"cell-attach","1215   597","image","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,-0.996496257175145,0.807688013569489,4,85
86,"exc","1215   597","image","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,-16.1273208880672,13.426699667047,4,86
87,"inh","1215   597","image","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,32.2736625917105,18.2566751222874,4,87
88,"cell-attach","1215   597","intensity","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,-0.13688454749959,0.0456874373405009,4,88
89,"exc","1215   597","intensity","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,13.7676824115616,8.8271523423475,4,89
90,"inh","1215   597","intensity","2016/09/13","00152",15,"On parasol2","keep",1215,597,0.201014676562129,0.199407172495471,1.69260422191595,9.85567068720498,4,90
91,"cell-attach","785  180","image","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,-0.223122068460426,0.958829930689767,4,91
92,"exc","785  180","image","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,-19.5273221023374,21.6386335428002,4,92
93,"inh","785  180","image","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,177.71337693717,74.2393619317567,4,93
94,"cell-attach","785  180","intensity","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,-0.813165497769933,0.842313987263528,4,94
95,"exc","785  180","intensity","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,-4.71886247720091,11.6756316364583,4,95
96,"inh","785  180","intensity","2016/09/13","00152",16,"On parasol2","keep",785,180,0.195186534543988,0.199407172495471,-8.04440328533518,9.08486636052611,4,96
97,"cell-attach","1285   697","image","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,1.93354583115479,0.619716694887105,4,97
98,"exc","1285   697","image","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,-217.535372977251,18.8797811294832,4,98
99,"inh","1285   697","image","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,445.890419792075,190.23586297795,4,99
100,"cell-attach","1285   697","intensity","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,5.14583308086129,3.97098973148765,4,100
101,"exc","1285   697","intensity","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,-231.298196442829,28.7017410747065,4,101
102,"inh","1285   697","intensity","2016/09/13","00152",17,"On parasol2","keep",1285,697,0.34716656706881,0.199407172495471,188.13264143071,72.6429043826791,4,102
103,"cell-attach","1157   301","image","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,0.293172091961544,0.0752643815524509,4,103
104,"exc","1157   301","image","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,-62.443365900633,6.60066429962263,4,104
105,"inh","1157   301","image","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,0.712352004285046,14.111500833801,4,105
106,"cell-attach","1157   301","intensity","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,1.84139626910535,1.63120570536037,4,106
107,"exc","1157   301","intensity","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,-49.1932219012783,3.9769318261521,4,107
108,"inh","1157   301","intensity","2016/09/13","00152",18,"On parasol2","keep",1157,301,0.240973398792001,0.199407172495471,-43.7966834795306,14.2380883080241,4,108
109,"cell-attach","1303   683","image","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,8.29696339988405,6.33664751138754,4,109
110,"exc","1303   683","image","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,-285.864105722793,38.328199922901,4,110
111,"inh","1303   683","image","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,417.367424070796,150.746224571225,4,111
112,"cell-attach","1303   683","intensity","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,6.30520333648832,4.73589604170341,4,112
113,"exc","1303   683","intensity","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,-265.926743500693,28.3161063051166,4,113
114,"inh","1303   683","intensity","2016/09/13","00152",19,"On parasol2","keep",1303,683,0.407820416934792,0.199407172495471,384.808045686493,156.437943889787,4,114
115,"cell-attach","1161   631","image","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,0.313550222019917,0.0920674537050243,4,115
116,"exc","1161   631","image","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,-22.60758516569,2.15123791699302,4,116
117,"inh","1161   631","image","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,22.9323433432015,8.81285031909449,4,117
118,"cell-attach","1161   631","intensity","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,1.11631078176867,0.777294835241265,4,118
119,"exc","1161   631","intensity","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,-25.8545113907794,12.7903399613278,4,119
120,"inh","1161   631","intensity","2016/09/13","00152",20,"On parasol2","keep",1161,631,0.214198187262118,0.199407172495471,-1.85400190718493,9.10172049875677,4,120
121,"cell-attach","1114   294","image","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,2.10324336627986,1.58234336938723,4,121
122,"exc","1114   294","image","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,-59.9434690330629,11.4421744624331,4,122
123,"inh","1114   294","image","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,-2.07670948705825,22.368290842329,4,123
124,"cell-attach","1114   294","intensity","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,1.1630980474898,0.767356327873084,4,124
125,"exc","1114   294","intensity","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,-26.764700514601,5.6978782159199,4,125
126,"inh","1114   294","intensity","2016/09/13","00152",21,"On parasol2","keep",1114,294,0.227659721022177,0.199407172495471,9.1087288585102,15.6123075627939,4,126
127,"cell-attach","708  741","image","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,1.56299299801869,0.696560292390646,4,127
128,"exc","708  741","image","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,-83.8050509395753,5.9154064337912,4,128
129,"inh","708  741","image","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,263.025545342456,113.459750871894,4,129
130,"cell-attach","708  741","intensity","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,-1.51008538530357,1.70745944156761,4,130
131,"exc","708  741","intensity","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,-53.5387940611491,14.0409521960021,4,131
132,"inh","708  741","intensity","2016/09/13","00152",22,"On parasol2","keep",708,741,0.240890636626835,0.199407172495471,14.7135753399566,19.8422066466281,4,132
