,imageName,Loc_x,Loc_y,cell_id,patchId,spike_NLI,exc_NLI
182,152,679,707,2016/10/25Cell1,152-679-707,-1.0,0.861073388576
183,152,679,707,2016/10/25Cell1,152-679-707,-1.0,0.896769402819
184,152,1158,497,2016/10/25Cell1,152-1158-497,-1.0,0.982637476409
185,152,1287,606,2016/10/25Cell1,152-1287-606,0.165934833574,0.208788446536
186,152,1215,597,2016/10/25Cell1,152-1215-597,0.598395041452,1.0
187,152,690,764,2016/10/25Cell1,152-690-764,-0.627252958487,0.188296671292
188,152,1272,713,2016/10/25Cell2,152-1272-713,1.0,1.0
189,152,533,572,2016/10/25Cell2,152-533-572,0.808650866619,0.420515190854
190,152,1153,358,2016/10/25Cell2,152-1153-358,0.342710471727,1.0
191,152,1153,358,2016/10/25Cell2,152-1153-358,0.342710471727,1.0
192,152,1153,358,2016/10/25Cell2,152-1153-358,0.342710471727,1.0
193,152,1153,358,2016/10/25Cell2,152-1153-358,0.342710471727,1.0
194,152,1153,358,2016/10/25Cell2,152-1153-358,-1.0,1.0
195,152,1153,358,2016/10/25Cell2,152-1153-358,-1.0,1.0
196,152,1153,358,2016/10/25Cell2,152-1153-358,-1.0,1.0
197,152,1153,358,2016/10/25Cell2,152-1153-358,-1.0,1.0
198,152,1153,358,2016/10/25Cell2,152-1153-358,1.0,1.0
199,152,1153,358,2016/10/25Cell2,152-1153-358,1.0,1.0
200,152,1153,358,2016/10/25Cell2,152-1153-358,1.0,1.0
201,152,1153,358,2016/10/25Cell2,152-1153-358,1.0,1.0
202,152,1153,358,2016/10/25Cell2,152-1153-358,0.345727396153,1.0
203,152,1153,358,2016/10/25Cell2,152-1153-358,0.345727396153,1.0
204,152,1153,358,2016/10/25Cell2,152-1153-358,0.345727396153,1.0
205,152,1153,358,2016/10/25Cell2,152-1153-358,0.345727396153,1.0
206,152,679,707,2016/10/25Cell2,152-679-707,1.0,0.992113584024
207,152,679,707,2016/10/25Cell2,152-679-707,1.0,0.894421334718
208,152,679,707,2016/10/25Cell2,152-679-707,1.0,0.991099087416
209,152,679,707,2016/10/25Cell2,152-679-707,1.0,0.881586848682
210,152,679,707,2016/10/25Cell2,152-679-707,0.146341182086,0.992113584024
211,152,679,707,2016/10/25Cell2,152-679-707,0.146341182086,0.894421334718
212,152,679,707,2016/10/25Cell2,152-679-707,0.146341182086,0.991099087416
213,152,679,707,2016/10/25Cell2,152-679-707,0.146341182086,0.881586848682
214,152,679,707,2016/10/25Cell2,152-679-707,-0.637080698319,0.992113584024
215,152,679,707,2016/10/25Cell2,152-679-707,-0.637080698319,0.894421334718
216,152,679,707,2016/10/25Cell2,152-679-707,-0.637080698319,0.991099087416
217,152,679,707,2016/10/25Cell2,152-679-707,-0.637080698319,0.881586848682
218,152,679,707,2016/10/25Cell2,152-679-707,-1.0,0.992113584024
219,152,679,707,2016/10/25Cell2,152-679-707,-1.0,0.894421334718
220,152,679,707,2016/10/25Cell2,152-679-707,-1.0,0.991099087416
221,152,679,707,2016/10/25Cell2,152-679-707,-1.0,0.881586848682
222,152,1158,497,2016/10/25Cell2,152-1158-497,-1.0,1.0
223,152,1287,606,2016/10/25Cell2,152-1287-606,0.0352128028533,0.642990780243
224,152,1215,597,2016/10/25Cell2,152-1215-597,-1.0,1.0
225,152,690,764,2016/10/25Cell2,152-690-764,-0.0724020172506,0.517704244855
226,152,1241,648,2016/11/29Cell1,152-1241-648,-0.152660505724,0.219100906847
227,152,679,707,2016/11/29Cell1,152-679-707,-0.985964156001,0.370532932603
228,152,1287,606,2016/11/29Cell1,152-1287-606,0.393689364494,0.356917213504
229,152,533,572,2016/11/29Cell1,152-533-572,-0.880960497008,-0.181999022799
230,152,690,764,2016/11/29Cell1,152-690-764,-1.0,0.502442139171
231,152,1286,635,2016/11/29Cell1,152-1286-635,0.343527322073,0.0522552464324
232,152,1153,358,2016/11/29Cell1,152-1153-358,-1.0,-1.0
233,152,1149,340,2016/11/29Cell1,152-1149-340,0.882802697962,0.487594351279
234,152,1289,789,2016/11/29Cell1,152-1289-789,0.00970295871828,-0.0222424797125
235,152,672,738,2016/11/29Cell1,152-672-738,-0.99733523263,-0.584052554311
236,152,357,359,2016/11/29Cell1,152-357-359,1.0,0.252354933044
237,152,453,350,2016/11/29Cell1,152-453-350,-0.818872179578,1.0
238,152,1259,598,2016/11/29Cell1,152-1259-598,-1.0,0.202751623756
239,152,1209,261,2016/11/29Cell1,152-1209-261,0.00260762823871,-0.187980352435
240,152,1215,597,2016/11/29Cell1,152-1215-597,-1.0,-1.0
241,152,785,180,2016/11/29Cell1,152-785-180,-0.331186732835,0.238656395232
242,152,1285,697,2016/11/29Cell1,152-1285-697,-0.192791101698,0.0294989312011
