id,splitOnRecType,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,MeanRespOn,SEM,nodeid,leafid
6,"exc","image","2016/09/13","00152",2,"On parasol2","keep",-36.723136045924,7.66106418351918,3,6
7,"cell-attach","intensity","2016/09/13","00152",2,"On parasol2","keep",0.674164253816144,0.887190993093747,3,7
8,"exc","intensity","2016/09/13","00152",2,"On parasol2","keep",-6.52434333193586,8.24312434178622,3,8
9,"cell-attach","image","2016/09/13","00152",3,"On parasol2","keep",1.78106463447439,1.64344606260323,3,9
10,"exc","image","2016/09/13","00152",3,"On parasol2","keep",-117.864896083542,8.81820940256952,3,10
11,"cell-attach","intensity","2016/09/13","00152",3,"On parasol2","keep",-0.412230434340566,0.82811996170405,3,11
12,"exc","intensity","2016/09/13","00152",3,"On parasol2","keep",-71.6617541549948,13.6849229723341,3,12
13,"cell-attach","image","2016/09/13","00152",4,"On parasol2","keep",1.12524959935437,0.791028830367555,3,13
14,"exc","image","2016/09/13","00152",4,"On parasol2","keep",-36.8377172831062,7.65025132807809,3,14
15,"cell-attach","intensity","2016/09/13","00152",4,"On parasol2","keep",0.880097164290567,0.84077257312863,3,15
16,"exc","intensity","2016/09/13","00152",4,"On parasol2","keep",-0.370828046315023,7.36716090522679,3,16
17,"cell-attach","image","2016/09/13","00152",5,"On parasol2","keep",0.30543163626254,0.107004997045877,3,17
18,"exc","image","2016/09/13","00152",5,"On parasol2","keep",-20.1302722114181,5.58256957732385,3,18
19,"cell-attach","intensity","2016/09/13","00152",5,"On parasol2","keep",2.74907490657878,2.45103493273464,3,19
20,"exc","intensity","2016/09/13","00152",5,"On parasol2","keep",11.4983140575086,8.23583528696919,3,20
21,"cell-attach","image","2016/09/13","00152",6,"On parasol2","keep",5.52063802819783,3.89696287356481,3,21
22,"exc","image","2016/09/13","00152",6,"On parasol2","keep",-204.982093665603,15.1341965616154,3,22
23,"cell-attach","intensity","2016/09/13","00152",6,"On parasol2","keep",3.34350577013057,2.32973610622627,3,23
24,"exc","intensity","2016/09/13","00152",6,"On parasol2","keep",-181.769688306133,10.2780121263232,3,24
25,"cell-attach","image","2016/09/13","00152",7,"On parasol2","keep",0.436849160376497,0.357304324324306,3,25
26,"exc","image","2016/09/13","00152",7,"On parasol2","keep",-37.4696248516024,3.32770445600157,3,26
27,"cell-attach","intensity","2016/09/13","00152",7,"On parasol2","keep",0.118066764673591,0.0953667309270506,3,27
28,"exc","intensity","2016/09/13","00152",7,"On parasol2","keep",1.81386569854127,12.3635706688806,3,28
29,"cell-attach","image","2016/09/13","00152",8,"On parasol2","keep",1.32851505621179,0.749945507105214,3,29
30,"exc","image","2016/09/13","00152",8,"On parasol2","keep",-34.3362013646029,11.7154704036547,3,30
31,"cell-attach","intensity","2016/09/13","00152",8,"On parasol2","keep",-0.384654820408538,0.92863756035499,3,31
32,"exc","intensity","2016/09/13","00152",8,"On parasol2","keep",-42.9567860448924,14.3934300583356,3,32
33,"cell-attach","image","2016/09/13","00152",9,"On parasol2","keep",0.340664850082309,0.143299458867526,3,33
34,"exc","image","2016/09/13","00152",9,"On parasol2","keep",-125.927751263364,8.54354029186329,3,34
35,"cell-attach","intensity","2016/09/13","00152",9,"On parasol2","keep",2.05282048516781,1.50477728729465,3,35
36,"exc","intensity","2016/09/13","00152",9,"On parasol2","keep",-94.6324458983777,11.741033458598,3,36
37,"cell-attach","image","2016/09/13","00152",10,"On parasol2","keep",0.394937709131652,0.146681672851927,3,37
38,"exc","image","2016/09/13","00152",10,"On parasol2","keep",-75.8328763835812,7.8650846296637,3,38
39,"cell-attach","intensity","2016/09/13","00152",10,"On parasol2","keep",-0.105098026481954,0.0790841109214858,3,39
40,"exc","intensity","2016/09/13","00152",10,"On parasol2","keep",-12.3928973490536,7.41476483075515,3,40
41,"cell-attach","image","2016/09/13","00152",11,"On parasol2","keep",1.84597731051234,1.6477570111213,3,41
42,"exc","image","2016/09/13","00152",11,"On parasol2","keep",-91.737516246444,10.3377981839515,3,42
43,"cell-attach","intensity","2016/09/13","00152",11,"On parasol2","keep",2.72955800538999,2.45221564378225,3,43
44,"exc","intensity","2016/09/13","00152",11,"On parasol2","keep",-57.5331334407,13.2473835693145,3,44
45,"cell-attach","image","2016/09/13","00152",12,"On parasol2","keep",0.960197778800991,0.779349263961079,3,45
46,"exc","image","2016/09/13","00152",12,"On parasol2","keep",10.4127635011225,11.223414995871,3,46
47,"cell-attach","intensity","2016/09/13","00152",12,"On parasol2","keep",-0.684867383712147,0.867566582911631,3,47
48,"exc","intensity","2016/09/13","00152",12,"On parasol2","keep",-17.5361624667625,6.15922674335224,3,48
49,"cell-attach","image","2016/09/13","00152",13,"On parasol2","keep",1.20425026400658,0.756939871937118,3,49
50,"exc","image","2016/09/13","00152",13,"On parasol2","keep",-73.2460361241731,3.49091436372914,3,50
51,"cell-attach","intensity","2016/09/13","00152",13,"On parasol2","keep",-0.61535379498403,1.26140077670111,3,51
52,"exc","intensity","2016/09/13","00152",13,"On parasol2","keep",-75.9369861132944,10.7269646638953,3,52
53,"cell-attach","image","2016/09/13","00152",14,"On parasol2","keep",3.72595153315587,3.25248132569388,3,53
54,"exc","image","2016/09/13","00152",14,"On parasol2","keep",-215.317294388745,19.0075759926731,3,54
55,"cell-attach","intensity","2016/09/13","00152",14,"On parasol2","keep",3.42190845293031,2.62971863423307,3,55
56,"exc","intensity","2016/09/13","00152",14,"On parasol2","keep",-172.953286458798,10.1150394886428,3,56
57,"cell-attach","image","2016/09/13","00152",15,"On parasol2","keep",-0.996496257175145,0.807688013569489,3,57
58,"exc","image","2016/09/13","00152",15,"On parasol2","keep",-16.1273208880672,13.426699667047,3,58
59,"cell-attach","intensity","2016/09/13","00152",15,"On parasol2","keep",-0.13688454749959,0.0456874373405009,3,59
60,"exc","intensity","2016/09/13","00152",15,"On parasol2","keep",13.7676824115616,8.8271523423475,3,60
61,"cell-attach","image","2016/09/13","00152",16,"On parasol2","keep",-0.223122068460426,0.958829930689767,3,61
62,"exc","image","2016/09/13","00152",16,"On parasol2","keep",-19.5273221023374,21.6386335428002,3,62
63,"cell-attach","intensity","2016/09/13","00152",16,"On parasol2","keep",-0.813165497769933,0.842313987263528,3,63
64,"exc","intensity","2016/09/13","00152",16,"On parasol2","keep",-4.71886247720091,11.6756316364583,3,64
65,"cell-attach","image","2016/09/13","00152",17,"On parasol2","keep",1.93354583115479,0.619716694887105,3,65
66,"exc","image","2016/09/13","00152",17,"On parasol2","keep",-217.535372977251,18.8797811294832,3,66
67,"cell-attach","intensity","2016/09/13","00152",17,"On parasol2","keep",5.14583308086129,3.97098973148765,3,67
68,"exc","intensity","2016/09/13","00152",17,"On parasol2","keep",-231.298196442829,28.7017410747065,3,68
69,"cell-attach","image","2016/09/13","00152",18,"On parasol2","keep",0.293172091961544,0.0752643815524509,3,69
70,"exc","image","2016/09/13","00152",18,"On parasol2","keep",-62.443365900633,6.60066429962263,3,70
71,"cell-attach","intensity","2016/09/13","00152",18,"On parasol2","keep",1.84139626910535,1.63120570536037,3,71
72,"exc","intensity","2016/09/13","00152",18,"On parasol2","keep",-49.1932219012783,3.9769318261521,3,72
73,"cell-attach","image","2016/09/13","00152",19,"On parasol2","keep",8.29696339988405,6.33664751138754,3,73
74,"exc","image","2016/09/13","00152",19,"On parasol2","keep",-285.864105722793,38.328199922901,3,74
75,"cell-attach","intensity","2016/09/13","00152",19,"On parasol2","keep",6.30520333648832,4.73589604170341,3,75
76,"exc","intensity","2016/09/13","00152",19,"On parasol2","keep",-265.926743500693,28.3161063051166,3,76
77,"cell-attach","image","2016/09/13","00152",20,"On parasol2","keep",0.313550222019917,0.0920674537050243,3,77
78,"exc","image","2016/09/13","00152",20,"On parasol2","keep",-22.60758516569,2.15123791699302,3,78
79,"cell-attach","intensity","2016/09/13","00152",20,"On parasol2","keep",1.11631078176867,0.777294835241265,3,79
80,"exc","intensity","2016/09/13","00152",20,"On parasol2","keep",-25.8545113907794,12.7903399613278,3,80
81,"cell-attach","image","2016/09/13","00152",21,"On parasol2","keep",2.10324336627986,1.58234336938723,3,81
82,"exc","image","2016/09/13","00152",21,"On parasol2","keep",-59.9434690330629,11.4421744624331,3,82
83,"cell-attach","intensity","2016/09/13","00152",21,"On parasol2","keep",1.1630980474898,0.767356327873084,3,83
84,"exc","intensity","2016/09/13","00152",21,"On parasol2","keep",-26.764700514601,5.6978782159199,3,84
85,"cell-attach","image","2016/09/13","00152",22,"On parasol2","keep",1.56299299801869,0.696560292390646,3,85
86,"exc","image","2016/09/13","00152",22,"On parasol2","keep",-83.8050509395753,5.9154064337912,3,86
87,"cell-attach","intensity","2016/09/13","00152",22,"On parasol2","keep",-1.51008538530357,1.70745944156761,3,87
88,"exc","intensity","2016/09/13","00152",22,"On parasol2","keep",-53.5387940611491,14.0409521960021,3,88
89,"cell-attach","image","2016/09/13","00152",23,"On parasol2","keep",2.07375319296047,1.58433516382137,3,89
90,"exc","image","2016/09/13","00152",23,"On parasol2","keep",-54.9073888944754,21.5409588099561,3,90
91,"cell-attach","intensity","2016/09/13","00152",23,"On parasol2","keep",0.942782741722782,0.817225361998634,3,91
92,"exc","intensity","2016/09/13","00152",23,"On parasol2","keep",-33.846399172834,10.7972414796874,3,92
93,"cell-attach","image","2016/09/13","00152",24,"On parasol2","keep",2.48730517139498,2.50242682870578,3,93
94,"exc","image","2016/09/13","00152",24,"On parasol2","keep",-13.5122879594608,3.98201764095852,3,94
95,"cell-attach","intensity","2016/09/13","00152",24,"On parasol2","keep",0.946300633155681,0.817710774827221,3,95
96,"exc","intensity","2016/09/13","00152",24,"On parasol2","keep",-11.8875463913892,6.15725209821179,3,96
97,"cell-attach","image","2016/09/13","00152",25,"On parasol2","keep",0.881426489511248,0.984123406808657,3,97
98,"exc","image","2016/09/13","00152",25,"On parasol2","keep",10.3570151238124,5.70225310013748,3,98
99,"cell-attach","intensity","2016/09/13","00152",25,"On parasol2","keep",-2.41423855284128,2.52045284862196,3,99
100,"exc","intensity","2016/09/13","00152",25,"On parasol2","keep",-4.41629202047692,11.9063834845744,3,100
101,"cell-attach","image","2016/09/13","00152",26,"On parasol2","keep",-1.6663960470061,1.67095538908773,3,101
102,"exc","image","2016/09/13","00152",26,"On parasol2","keep",-16.9369304733929,10.9308924210876,3,102
103,"cell-attach","intensity","2016/09/13","00152",26,"On parasol2","keep",-2.58734198080158,2.48427306632405,3,103
104,"exc","intensity","2016/09/13","00152",26,"On parasol2","keep",-10.0808016481535,14.8747833649915,3,104
105,"cell-attach","image","2016/09/13","00152",27,"On parasol2","keep",3.368898908448,2.32925885854378,3,105
106,"exc","image","2016/09/13","00152",27,"On parasol2","keep",-109.927339180374,17.7155690391302,3,106
107,"cell-attach","intensity","2016/09/13","00152",27,"On parasol2","keep",4.69098642259462,4.05934349422978,3,107
108,"exc","intensity","2016/09/13","00152",27,"On parasol2","keep",-132.843165496997,20.3946957775837,3,108
109,"cell-attach","image","2016/09/13","00152",28,"On parasol2","keep",2.67652128327207,2.46392155974114,3,109
110,"exc","image","2016/09/13","00152",28,"On parasol2","keep",-42.818409937976,15.9468749382423,3,110
111,"cell-attach","intensity","2016/09/13","00152",28,"On parasol2","keep",-1.8540620764677,1.63532544364564,3,111
112,"exc","intensity","2016/09/13","00152",28,"On parasol2","keep",-6.2143302751788,1.88413874046062,3,112
113,"cell-attach","image","2016/09/13","00152",29,"On parasol2","keep",-0.596067044245327,0.926596882661019,3,113
114,"exc","image","2016/09/13","00152",29,"On parasol2","keep",-50.8871398156028,6.70956219543461,3,114
115,"cell-attach","intensity","2016/09/13","00152",29,"On parasol2","keep",-0.960447208232613,1.1227313618894,3,115
116,"exc","intensity","2016/09/13","00152",29,"On parasol2","keep",-10.1310405153411,6.31981093762852,3,116
117,"cell-attach","image","2016/09/13","00152",30,"On parasol2","keep",0.0439910957703204,0.0698207817531446,3,117
118,"exc","image","2016/09/13","00152",30,"On parasol2","keep",-89.3497232136384,23.4247604836031,3,118
119,"cell-attach","intensity","2016/09/13","00152",30,"On parasol2","keep",0.440314420986827,0.240929237718543,3,119
120,"exc","intensity","2016/09/13","00152",30,"On parasol2","keep",-34.0590137057742,14.7823074651933,3,120
1,"cell-attach","image","2016/09/13","00152",1,"On parasol3","keep",4.8014481719088,4.1946349931262,4,1
2,"exc","image","2016/09/13","00152",1,"On parasol3","keep",-299.264541621472,43.2174147865698,4,2
3,"cell-attach","intensity","2016/09/13","00152",1,"On parasol3","keep",6.09224080950864,5.64588980665677,4,3
4,"exc","intensity","2016/09/13","00152",1,"On parasol3","keep",-275.359970931099,49.3660322776087,4,4
5,"cell-attach","image","2016/09/13","00152",2,"On parasol3","keep",-0.254233400940062,0.311266282053298,4,5
6,"exc","image","2016/09/13","00152",2,"On parasol3","keep",-84.6906963046295,37.6464388438318,4,6
7,"cell-attach","intensity","2016/09/13","00152",2,"On parasol3","keep",1.31039880970912,1.45043477763824,4,7
8,"exc","intensity","2016/09/13","00152",2,"On parasol3","keep",4.38866565404726,7.7040220896917,4,8
9,"cell-attach","image","2016/09/13","00152",3,"On parasol3","keep",4.91340705679562,5.00315190890945,4,9
10,"exc","image","2016/09/13","00152",3,"On parasol3","keep",-133.869897103275,23.0976309550567,4,10
11,"cell-attach","intensity","2016/09/13","00152",3,"On parasol3","keep",2.58039872200339,2.65688794424586,4,11
12,"exc","intensity","2016/09/13","00152",3,"On parasol3","keep",-92.177800461509,24.5172317461159,4,12
13,"cell-attach","image","2016/09/13","00152",4,"On parasol3","keep",1.06577980494001,0.78783722209649,4,13
14,"exc","image","2016/09/13","00152",4,"On parasol3","keep",-17.0197569725445,28.7591040898012,4,14
15,"cell-attach","intensity","2016/09/13","00152",4,"On parasol3","keep",1.59502591290577,1.67929392829646,4,15
16,"exc","intensity","2016/09/13","00152",4,"On parasol3","keep",-6.71443536244441,4.69769650050499,4,16
17,"cell-attach","image","2016/09/13","00152",5,"On parasol3","keep",-1.66798716043665,1.98600579417505,4,17
18,"exc","image","2016/09/13","00152",5,"On parasol3","keep",-0.747033822016933,12.4355059220201,4,18
19,"cell-attach","intensity","2016/09/13","00152",5,"On parasol3","keep",-0.258079360647423,0.337007302012156,4,19
20,"exc","intensity","2016/09/13","00152",5,"On parasol3","keep",-13.5223730436803,7.93243985671703,4,20
21,"cell-attach","image","2016/09/13","00152",6,"On parasol3","keep",6.17667896410832,5.7595839359458,4,21
22,"exc","image","2016/09/13","00152",6,"On parasol3","keep",-293.819349146606,46.9889765304378,4,22
23,"cell-attach","intensity","2016/09/13","00152",6,"On parasol3","keep",4.27722887400104,4.21771399085236,4,23
24,"exc","intensity","2016/09/13","00152",6,"On parasol3","keep",-229.743945025401,42.202420916244,4,24
25,"cell-attach","image","2016/09/13","00152",7,"On parasol3","keep",-2.22523879609859,2.56501803585052,4,25
26,"exc","image","2016/09/13","00152",7,"On parasol3","keep",-4.97532716779839,20.5210998705015,4,26
27,"cell-attach","intensity","2016/09/13","00152",7,"On parasol3","keep",-2.95170363450342,3.15670879014898,4,27
28,"exc","intensity","2016/09/13","00152",7,"On parasol3","keep",-2.69850508228469,6.42281172320847,4,28
29,"cell-attach","image","2016/09/13","00152",8,"On parasol3","keep",1.77694714312486,1.64362377210702,4,29
30,"exc","image","2016/09/13","00152",8,"On parasol3","keep",-47.2006734138773,22.4937416292475,4,30
31,"cell-attach","intensity","2016/09/13","00152",8,"On parasol3","keep",1.68949187962091,1.62337029658768,4,31
32,"exc","intensity","2016/09/13","00152",8,"On parasol3","keep",-63.206709318604,18.7505848204097,4,32
33,"cell-attach","image","2016/09/13","00152",9,"On parasol3","keep",3.01756188516699,2.70633761143677,4,33
34,"exc","image","2016/09/13","00152",9,"On parasol3","keep",-171.078993184072,32.3037919224724,4,34
35,"cell-attach","intensity","2016/09/13","00152",9,"On parasol3","keep",5.1343683195753,4.96300630533333,4,35
36,"exc","intensity","2016/09/13","00152",9,"On parasol3","keep",-106.451520408679,20.3259239413988,4,36
37,"cell-attach","image","2016/09/13","00152",10,"On parasol3","keep",1.05571656301742,0.867990007015359,4,37
38,"exc","image","2016/09/13","00152",10,"On parasol3","keep",-27.520419778531,30.8776190892972,4,38
39,"cell-attach","intensity","2016/09/13","00152",10,"On parasol3","keep",-0.0966661273975854,0.073350202797367,4,39
40,"exc","intensity","2016/09/13","00152",10,"On parasol3","keep",-36.8298157127425,9.60816616732287,4,40
41,"cell-attach","image","2016/09/13","00152",11,"On parasol3","keep",4.8209361306583,4.89072470313615,4,41
42,"exc","image","2016/09/13","00152",11,"On parasol3","keep",-156.84752469573,27.1888455781055,4,42
43,"cell-attach","intensity","2016/09/13","00152",11,"On parasol3","keep",1.49143053125365,1.70061803985517,4,43
44,"exc","intensity","2016/09/13","00152",11,"On parasol3","keep",-72.3264433745261,11.3882979479616,4,44
45,"cell-attach","image","2016/09/13","00152",12,"On parasol3","keep",0.34404602977045,0.1202196100945,4,45
46,"exc","image","2016/09/13","00152",12,"On parasol3","keep",7.7978750528791,18.3030242358758,4,46
47,"cell-attach","intensity","2016/09/13","00152",12,"On parasol3","keep",2.41981542165182,2.51576209278788,4,47
48,"exc","intensity","2016/09/13","00152",12,"On parasol3","keep",3.60271542871763,10.0228962594966,4,48
49,"cell-attach","image","2016/09/13","00152",13,"On parasol3","keep",-0.206119519226289,0.210191833796956,4,49
50,"exc","image","2016/09/13","00152",13,"On parasol3","keep",-89.9748953602857,21.1041667903729,4,50
51,"cell-attach","intensity","2016/09/13","00152",13,"On parasol3","keep",0.502846766240805,0.661842146596822,4,51
52,"exc","intensity","2016/09/13","00152",13,"On parasol3","keep",-95.4576823825017,19.0918724242072,4,52
53,"cell-attach","image","2016/09/13","00152",14,"On parasol3","keep",6.00745945206973,5.91023368916366,4,53
54,"exc","image","2016/09/13","00152",14,"On parasol3","keep",-251.22105886365,42.0984852147598,4,54
55,"cell-attach","intensity","2016/09/13","00152",14,"On parasol3","keep",2.66971731968781,2.45346924459994,4,55
56,"exc","intensity","2016/09/13","00152",14,"On parasol3","keep",-172.277477082345,37.2424717070788,4,56
57,"cell-attach","image","2016/09/13","00152",15,"On parasol3","keep",3.81100312485736,3.62649647723232,4,57
58,"exc","image","2016/09/13","00152",15,"On parasol3","keep",-41.5038030997943,10.1284749324941,4,58
59,"cell-attach","intensity","2016/09/13","00152",15,"On parasol3","keep",0.928916519492872,0.814172711599831,4,59
60,"exc","intensity","2016/09/13","00152",15,"On parasol3","keep",0.607466420034228,5.41671924005099,4,60
61,"cell-attach","image","2016/09/13","00152",16,"On parasol3","keep",-1.35111889710525,1.73397826635961,4,61
62,"exc","image","2016/09/13","00152",16,"On parasol3","keep",18.5373274260603,29.6600809336235,4,62
63,"cell-attach","intensity","2016/09/13","00152",16,"On parasol3","keep",-0.0992763439845236,0.158331684879671,4,63
64,"exc","intensity","2016/09/13","00152",16,"On parasol3","keep",-11.9500457363662,6.95643695159726,4,64
65,"cell-attach","image","2016/09/13","00152",17,"On parasol3","keep",6.85145156607123,6.54455670541162,4,65
66,"exc","image","2016/09/13","00152",17,"On parasol3","keep",-291.094990077131,46.3653560159466,4,66
67,"cell-attach","intensity","2016/09/13","00152",17,"On parasol3","keep",9.07713447592418,8.68618752559725,4,67
68,"exc","intensity","2016/09/13","00152",17,"On parasol3","keep",-312.441848863024,58.8015253929912,4,68
69,"cell-attach","image","2016/09/13","00152",18,"On parasol3","keep",1.21762458425423,1.01399474752292,4,69
70,"exc","image","2016/09/13","00152",18,"On parasol3","keep",-81.600231973708,9.96298300614181,4,70
71,"cell-attach","intensity","2016/09/13","00152",18,"On parasol3","keep",-0.415057003730449,0.466286342491043,4,71
72,"exc","intensity","2016/09/13","00152",18,"On parasol3","keep",-48.3499310731723,6.54763003535855,4,72
73,"cell-attach","image","2016/09/13","00152",19,"On parasol3","keep",10.536254697843,9.88508783695346,4,73
74,"exc","image","2016/09/13","00152",19,"On parasol3","keep",-402.088036242769,64.0087952489649,4,74
75,"cell-attach","intensity","2016/09/13","00152",19,"On parasol3","keep",7.19591214441362,6.55359848523946,4,75
76,"exc","intensity","2016/09/13","00152",19,"On parasol3","keep",-399.571898474715,63.6031235872532,4,76
77,"cell-attach","image","2016/09/13","00152",20,"On parasol3","keep",1.5097540748355,1.42479990981291,4,77
78,"exc","image","2016/09/13","00152",20,"On parasol3","keep",-11.9326131199265,13.603967597328,4,78
79,"cell-attach","intensity","2016/09/13","00152",20,"On parasol3","keep",-0.974505833950511,0.821073648989447,4,79
80,"exc","intensity","2016/09/13","00152",20,"On parasol3","keep",-28.9067548851722,8.85653780840004,4,80
81,"cell-attach","image","2016/09/13","00152",21,"On parasol3","keep",2.50222370934095,2.49838509747669,4,81
82,"exc","image","2016/09/13","00152",21,"On parasol3","keep",-46.3095670045783,8.27481612486117,4,82
83,"cell-attach","intensity","2016/09/13","00152",21,"On parasol3","keep",0.86036569992398,0.829703993398206,4,83
84,"exc","intensity","2016/09/13","00152",21,"On parasol3","keep",-44.3920240524389,9.08627402345027,4,84
85,"cell-attach","image","2016/09/13","00152",22,"On parasol3","keep",3.64390792316754,3.26749793305475,4,85
86,"exc","image","2016/09/13","00152",22,"On parasol3","keep",-88.9067027928711,34.8657402824324,4,86
87,"cell-attach","intensity","2016/09/13","00152",22,"On parasol3","keep",0.844493216607367,0.831349273778303,4,87
88,"exc","intensity","2016/09/13","00152",22,"On parasol3","keep",-59.992706283744,10.2440904229616,4,88
89,"cell-attach","image","2016/09/13","00152",23,"On parasol3","keep",-0.635859139204681,0.881975438687975,4,89
90,"exc","image","2016/09/13","00152",23,"On parasol3","keep",-71.6272305310773,29.3010045139264,4,90
91,"cell-attach","intensity","2016/09/13","00152",23,"On parasol3","keep",-2.48989631101743,2.48726669858655,4,91
92,"exc","intensity","2016/09/13","00152",23,"On parasol3","keep",-24.2299996612714,14.6839145844376,4,92
93,"cell-attach","image","2016/09/13","00152",24,"On parasol3","keep",-0.634549554210255,0.888753078141917,4,93
94,"exc","image","2016/09/13","00152",24,"On parasol3","keep",-38.0836767273794,3.96225574916607,4,94
95,"cell-attach","intensity","2016/09/13","00152",24,"On parasol3","keep",0.563748968405025,0.422235381986034,4,95
96,"exc","intensity","2016/09/13","00152",24,"On parasol3","keep",-23.3534287533212,8.84219038827317,4,96
97,"cell-attach","image","2016/09/13","00152",25,"On parasol3","keep",0.927972373355684,0.811880055707878,4,97
98,"exc","image","2016/09/13","00152",25,"On parasol3","keep",-1.54375659261953,5.03145840053769,4,98
99,"cell-attach","intensity","2016/09/13","00152",25,"On parasol3","keep",-0.734782690076655,0.860748191370996,4,99
100,"exc","intensity","2016/09/13","00152",25,"On parasol3","keep",16.0278451730623,11.3137421040541,4,100
101,"cell-attach","image","2016/09/13","00152",26,"On parasol3","keep",1.65617987239434,1.783495360126,4,101
102,"exc","image","2016/09/13","00152",26,"On parasol3","keep",2.92240159598106,6.2653149112469,4,102
103,"cell-attach","intensity","2016/09/13","00152",26,"On parasol3","keep",0.218587314708207,0.0529153512210903,4,103
104,"exc","intensity","2016/09/13","00152",26,"On parasol3","keep",-33.6304584670857,4.52662104883604,4,104
105,"cell-attach","image","2016/09/13","00152",27,"On parasol3","keep",7.82495799496127,7.42822949372187,4,105
106,"exc","image","2016/09/13","00152",27,"On parasol3","keep",-194.581954449707,26.8579749324667,4,106
107,"cell-attach","intensity","2016/09/13","00152",27,"On parasol3","keep",6.9282175249348,6.64727211192888,4,107
108,"exc","intensity","2016/09/13","00152",27,"On parasol3","keep",-206.539187074042,39.3712506533124,4,108
109,"cell-attach","image","2016/09/13","00152",28,"On parasol3","keep",0.1672389337727,0.188947612431746,4,109
110,"exc","image","2016/09/13","00152",28,"On parasol3","keep",-46.1364096712728,35.572339629968,4,110
111,"cell-attach","intensity","2016/09/13","00152",28,"On parasol3","keep",-1.66756974783678,1.67107523716718,4,111
112,"exc","intensity","2016/09/13","00152",28,"On parasol3","keep",3.65683061681195,6.41631166243106,4,112
113,"cell-attach","image","2016/09/13","00152",29,"On parasol3","keep",0.260002258370782,0.0678726216750503,4,113
114,"exc","image","2016/09/13","00152",29,"On parasol3","keep",-27.5565855843034,30.53760849021,4,114
115,"cell-attach","intensity","2016/09/13","00152",29,"On parasol3","keep",0.745104600672394,0.775529800538066,4,115
116,"exc","intensity","2016/09/13","00152",29,"On parasol3","keep",-7.10103760172288,7.53962760879529,4,116
117,"cell-attach","image","2016/09/13","00152",30,"On parasol3","keep",3.95869366139217,3.83199014837227,4,117
118,"exc","image","2016/09/13","00152",30,"On parasol3","keep",-82.6388361645839,22.9236207807579,4,118
119,"cell-attach","intensity","2016/09/13","00152",30,"On parasol3","keep",0.22227342465168,0.0783697798952959,4,119
120,"exc","intensity","2016/09/13","00152",30,"On parasol3","keep",-29.8667291086379,7.63465959718433,4,120
1,"exc","image","2016/10/11","00152",1,"Cell1","keep",-343.161719029033,38.5612184464156,5,1
2,"exc","intensity","2016/10/11","00152",1,"Cell1","keep",-269.773364496803,30.49148385622,5,2
3,"exc","image","2016/10/11","00152",2,"Cell1","keep",-116.611325563716,13.9679692186929,5,3
4,"exc","intensity","2016/10/11","00152",2,"Cell1","keep",-5.66802787723095,5.92566180030742,5,4
5,"exc","image","2016/10/11","00152",3,"Cell1","keep",-51.6478150455248,13.9919336247641,5,5
6,"exc","intensity","2016/10/11","00152",3,"Cell1","keep",-47.9549041415548,7.95245305784668,5,6
7,"exc","image","2016/10/11","00152",4,"Cell1","keep",-70.9311453459602,13.5593719093333,5,7
8,"exc","intensity","2016/10/11","00152",4,"Cell1","keep",-30.1308374716031,8.56543047334149,5,8
9,"exc","image","2016/10/11","00152",5,"Cell1","keep",-28.985508302126,12.5941336272966,5,9
10,"exc","intensity","2016/10/11","00152",5,"Cell1","keep",-32.6260320941237,5.58626102242071,5,10
11,"exc","image","2016/10/11","00152",6,"Cell1","keep",-347.574633784074,37.1043588816699,5,11
12,"exc","intensity","2016/10/11","00152",6,"Cell1","keep",-281.210951124562,36.111247468941,5,12
13,"exc","image","2016/10/11","00152",7,"Cell1","keep",-14.2557861435617,6.0392875696875,5,13
14,"exc","intensity","2016/10/11","00152",7,"Cell1","keep",3.15202558293366,1.65466080978596,5,14
15,"exc","image","2016/10/11","00152",8,"Cell1","keep",-158.397006855466,23.5855041581757,5,15
16,"exc","intensity","2016/10/11","00152",8,"Cell1","keep",-103.015024357931,13.9616427100473,5,16
17,"exc","image","2016/10/11","00152",9,"Cell1","keep",-96.3991242070841,10.6610830882908,5,17
18,"exc","intensity","2016/10/11","00152",9,"Cell1","keep",-62.439697021938,8.35775030543815,5,18
19,"exc","image","2016/10/11","00152",10,"Cell1","keep",-67.7395901122983,20.1021273159445,5,19
20,"exc","intensity","2016/10/11","00152",10,"Cell1","keep",-49.8994278292323,9.01272199201603,5,20
21,"exc","image","2016/10/11","00152",11,"Cell1","keep",-106.909994024637,16.443983185268,5,21
22,"exc","intensity","2016/10/11","00152",11,"Cell1","keep",-68.9517544709157,7.36234313716969,5,22
23,"exc","image","2016/10/11","00152",12,"Cell1","keep",-19.7509160808174,6.75291574258584,5,23
24,"exc","intensity","2016/10/11","00152",12,"Cell1","keep",-31.3266988354437,6.68880459647383,5,24
25,"exc","image","2016/10/11","00152",13,"Cell1","keep",-112.333682455638,20.3684762660655,5,25
26,"exc","intensity","2016/10/11","00152",13,"Cell1","keep",-60.0509765305534,6.88210980477229,5,26
27,"exc","image","2016/10/11","00152",14,"Cell1","keep",-88.8270081434732,15.2262658140111,5,27
28,"exc","intensity","2016/10/11","00152",14,"Cell1","keep",-89.0711468498057,15.4076836341426,5,28
29,"exc","image","2016/10/11","00152",15,"Cell1","keep",-13.4243119126907,5.13262895331914,5,29
