id,splitOnRecType,stimulusTag,splitOnExperimentDate,imageName,imagePatchIndex,celllabel,splitOnDelTag,MeanRespOn,SEM,nodeid,leafid
24,"exc","intensity","2016/08/10","00152",12,"Cell 1- on parasol","keep",-13.1201800101015,14.1954839880658,1,24
25,"exc","image","2016/08/10","00152",13,"Cell 1- on parasol","keep",-201.548532113349,35.1487610310078,1,25
26,"exc","intensity","2016/08/10","00152",13,"Cell 1- on parasol","keep",-159.922265974103,35.3303904366259,1,26
27,"exc","image","2016/08/10","00152",14,"Cell 1- on parasol","keep",-447.814884636914,71.1143381738256,1,27
28,"exc","intensity","2016/08/10","00152",14,"Cell 1- on parasol","keep",-389.332394926846,68.3362218002587,1,28
29,"exc","image","2016/08/10","00152",15,"Cell 1- on parasol","keep",-17.7017240572246,17.4271767870028,1,29
30,"exc","intensity","2016/08/10","00152",15,"Cell 1- on parasol","keep",27.3892403685285,13.8981882184039,1,30
31,"exc","image","2016/08/10","00152",16,"Cell 1- on parasol","keep",-5.18260191082382,18.1453209988448,1,31
32,"exc","intensity","2016/08/10","00152",16,"Cell 1- on parasol","keep",-24.1835716679589,16.5035584576361,1,32
33,"exc","image","2016/08/10","00152",17,"Cell 1- on parasol","keep",-749.228270812928,119.329149272347,1,33
34,"exc","intensity","2016/08/10","00152",17,"Cell 1- on parasol","keep",-820.711057469804,136.836065251225,1,34
35,"exc","image","2016/08/10","00152",18,"Cell 1- on parasol","keep",-138.739156916196,24.4706553899354,1,35
36,"exc","intensity","2016/08/10","00152",18,"Cell 1- on parasol","keep",-115.906904663394,26.1415441584837,1,36
37,"exc","image","2016/08/10","00152",19,"Cell 1- on parasol","keep",-1033.1004919947,165.957347062679,1,37
38,"exc","intensity","2016/08/10","00152",19,"Cell 1- on parasol","keep",-996.679611730949,167.933609194151,1,38
39,"exc","image","2016/08/10","00152",20,"Cell 1- on parasol","keep",-31.3328858742143,10.3005941618285,1,39
40,"exc","intensity","2016/08/10","00152",20,"Cell 1- on parasol","keep",-83.6644531874847,16.798887624561,1,40
41,"exc","image","2016/08/10","00152",21,"Cell 1- on parasol","keep",-101.14933970424,8.44223165803386,1,41
42,"exc","intensity","2016/08/10","00152",21,"Cell 1- on parasol","keep",-97.2236347019746,16.6163983635434,1,42
43,"exc","image","2016/08/10","00152",22,"Cell 1- on parasol","keep",-149.085353710548,19.2352126894704,1,43
44,"exc","intensity","2016/08/10","00152",22,"Cell 1- on parasol","keep",-161.22121342451,16.9559486746455,1,44
45,"exc","image","2016/08/10","00152",23,"Cell 1- on parasol","keep",-94.0632941051323,23.7924676511373,1,45
46,"exc","intensity","2016/08/10","00152",23,"Cell 1- on parasol","keep",-99.5834622371079,23.6923171939905,1,46
47,"exc","image","2016/08/10","00152",24,"Cell 1- on parasol","keep",-36.1786620755938,14.4426330973649,1,47
48,"exc","intensity","2016/08/10","00152",24,"Cell 1- on parasol","keep",-56.9758295676928,12.4449933183083,1,48
49,"exc","image","2016/08/10","00152",25,"Cell 1- on parasol","keep",17.9602361541497,16.2674585575753,1,49
50,"exc","intensity","2016/08/10","00152",25,"Cell 1- on parasol","keep",12.0935025533044,20.0621956862708,1,50
51,"exc","image","2016/08/10","00152",26,"Cell 1- on parasol","keep",-9.92412924655704,8.35211405924742,1,51
52,"exc","intensity","2016/08/10","00152",26,"Cell 1- on parasol","keep",-33.0575363427524,12.6422972203958,1,52
53,"exc","image","2016/08/10","00152",27,"Cell 1- on parasol","keep",-414.077422383169,38.4727014044364,1,53
54,"exc","intensity","2016/08/10","00152",27,"Cell 1- on parasol","keep",-558.564583400781,61.7652485592347,1,54
55,"exc","image","2016/08/10","00152",28,"Cell 1- on parasol","keep",-103.241808095426,22.4110647134949,1,55
56,"exc","intensity","2016/08/10","00152",28,"Cell 1- on parasol","keep",-37.363600247865,19.3936165331057,1,56
57,"exc","image","2016/08/10","00152",29,"Cell 1- on parasol","keep",-127.988135423778,26.2581303195871,1,57
58,"exc","intensity","2016/08/10","00152",29,"Cell 1- on parasol","keep",-34.496297080108,6.22448613587802,1,58
59,"exc","image","2016/08/10","00152",30,"Cell 1- on parasol","keep",-201.996468490834,17.7658863426211,1,59
60,"exc","intensity","2016/08/10","00152",30,"Cell 1- on parasol","keep",-79.2865747512608,7.3438964534122,1,60
1,"cell-attach","image","2016/08/10","00152",1,"Cell 2 - on parasol","keep",11.6308377243915,12.7293584875127,2,1
2,"exc","image","2016/08/10","00152",1,"Cell 2 - on parasol","keep",-568.351462629359,40.1949508341647,2,2
3,"cell-attach","intensity","2016/08/10","00152",1,"Cell 2 - on parasol","keep",13.1861370339911,12.5039769674305,2,3
4,"exc","intensity","2016/08/10","00152",1,"Cell 2 - on parasol","keep",-560.141949817768,41.4289365798564,2,4
5,"cell-attach","image","2016/08/10","00152",2,"Cell 2 - on parasol","keep",0.636158914266103,3.53090006509392,2,5
6,"exc","image","2016/08/10","00152",2,"Cell 2 - on parasol","keep",-52.7675620354036,17.0305893644922,2,6
7,"cell-attach","intensity","2016/08/10","00152",2,"Cell 2 - on parasol","keep",-0.81325603058953,1.34392711846663,2,7
8,"exc","intensity","2016/08/10","00152",2,"Cell 2 - on parasol","keep",-14.8038454822524,5.33243324672586,2,8
9,"cell-attach","image","2016/08/10","00152",3,"Cell 2 - on parasol","keep",2.87784856670429,4.73566460626325,2,9
10,"exc","image","2016/08/10","00152",3,"Cell 2 - on parasol","keep",-190.442407351052,17.6183150424266,2,10
11,"cell-attach","intensity","2016/08/10","00152",3,"Cell 2 - on parasol","keep",3.27046220256053,2.4434965247086,2,11
12,"exc","intensity","2016/08/10","00152",3,"Cell 2 - on parasol","keep",-145.478478099966,18.8286466386463,2,12
13,"cell-attach","image","2016/08/10","00152",4,"Cell 2 - on parasol","keep",1.16994834079775,2.5529417969577,2,13
14,"exc","image","2016/08/10","00152",4,"Cell 2 - on parasol","keep",-18.0248718744581,12.9622136632625,2,14
15,"cell-attach","intensity","2016/08/10","00152",4,"Cell 2 - on parasol","keep",-2.5000290218249,1.81442401529908,2,15
16,"exc","intensity","2016/08/10","00152",4,"Cell 2 - on parasol","keep",-44.972246566572,10.6972876173104,2,16
17,"cell-attach","image","2016/08/10","00152",5,"Cell 2 - on parasol","keep",-1.72711623436558,3.01741313771694,2,17
18,"exc","image","2016/08/10","00152",5,"Cell 2 - on parasol","keep",20.5077580216025,14.3072008414238,2,18
19,"cell-attach","intensity","2016/08/10","00152",5,"Cell 2 - on parasol","keep",1.89817289058767,1.85952106385747,2,19
20,"exc","intensity","2016/08/10","00152",5,"Cell 2 - on parasol","keep",-40.9428029840203,14.1855553393226,2,20
21,"cell-attach","image","2016/08/10","00152",6,"Cell 2 - on parasol","keep",13.3636381775579,11.4394369200144,2,21
22,"exc","image","2016/08/10","00152",6,"Cell 2 - on parasol","keep",-569.27828989058,49.3183744621581,2,22
23,"cell-attach","intensity","2016/08/10","00152",6,"Cell 2 - on parasol","keep",9.94815017166548,10.0237229441495,2,23
24,"exc","intensity","2016/08/10","00152",6,"Cell 2 - on parasol","keep",-488.009878671987,38.0620486577393,2,24
25,"cell-attach","image","2016/08/10","00152",7,"Cell 2 - on parasol","keep",-3.02027404061613,3.66666076140054,2,25
26,"exc","image","2016/08/10","00152",7,"Cell 2 - on parasol","keep",-31.0505140349675,16.6942721079912,2,26
27,"cell-attach","intensity","2016/08/10","00152",7,"Cell 2 - on parasol","keep",-0.696310244546454,1.51902885010975,2,27
28,"exc","intensity","2016/08/10","00152",7,"Cell 2 - on parasol","keep",-12.8150359366182,10.8635791228745,2,28
29,"cell-attach","image","2016/08/10","00152",8,"Cell 2 - on parasol","keep",6.80050045229817,5.01929358583949,2,29
30,"exc","image","2016/08/10","00152",8,"Cell 2 - on parasol","keep",-106.023470950505,20.1683961660125,2,30
31,"cell-attach","intensity","2016/08/10","00152",8,"Cell 2 - on parasol","keep",1.7541755835958,1.99368104335198,2,31
32,"exc","intensity","2016/08/10","00152",8,"Cell 2 - on parasol","keep",-122.47988520751,15.0737186820571,2,32
33,"cell-attach","image","2016/08/10","00152",9,"Cell 2 - on parasol","keep",10.5037406666216,8.93825335443617,2,33
34,"exc","image","2016/08/10","00152",9,"Cell 2 - on parasol","keep",-236.716454802817,23.9917605495615,2,34
35,"cell-attach","intensity","2016/08/10","00152",9,"Cell 2 - on parasol","keep",5.92380228762324,4.20194474831471,2,35
36,"exc","intensity","2016/08/10","00152",9,"Cell 2 - on parasol","keep",-210.525516770322,21.734879088106,2,36
37,"cell-attach","image","2016/08/10","00152",10,"Cell 2 - on parasol","keep",1.10331275959471,0.961793246330669,2,37
38,"exc","image","2016/08/10","00152",10,"Cell 2 - on parasol","keep",-73.5747495159104,17.9870600167748,2,38
39,"cell-attach","intensity","2016/08/10","00152",10,"Cell 2 - on parasol","keep",3.35194758101216,1.74048324996894,2,39
40,"exc","intensity","2016/08/10","00152",10,"Cell 2 - on parasol","keep",-57.4721686771842,13.5584159598534,2,40
41,"cell-attach","image","2016/08/10","00152",11,"Cell 2 - on parasol","keep",3.42375989352148,5.26552594150761,2,41
42,"exc","image","2016/08/10","00152",11,"Cell 2 - on parasol","keep",-169.927932121572,16.1327365299252,2,42
43,"cell-attach","intensity","2016/08/10","00152",11,"Cell 2 - on parasol","keep",5.37183648495006,4.93875447203254,2,43
44,"exc","intensity","2016/08/10","00152",11,"Cell 2 - on parasol","keep",-136.519985758917,15.2282544117432,2,44
45,"cell-attach","image","2016/08/10","00152",12,"Cell 2 - on parasol","keep",-1.81453371723769,2.45410385056263,2,45
46,"exc","image","2016/08/10","00152",12,"Cell 2 - on parasol","keep",28.586916631179,9.12787940191693,2,46
47,"cell-attach","intensity","2016/08/10","00152",12,"Cell 2 - on parasol","keep",1.36491081248111,2.99467370254922,2,47
48,"exc","intensity","2016/08/10","00152",12,"Cell 2 - on parasol","keep",-13.6205251814546,9.4735213895151,2,48
49,"cell-attach","image","2016/08/10","00152",13,"Cell 2 - on parasol","keep",7.30616721630333,5.49240494520398,2,49
50,"exc","image","2016/08/10","00152",13,"Cell 2 - on parasol","keep",-193.692797540388,21.349645771228,2,50
51,"cell-attach","intensity","2016/08/10","00152",13,"Cell 2 - on parasol","keep",3.83365825223864,3.70744282533493,2,51
52,"exc","intensity","2016/08/10","00152",13,"Cell 2 - on parasol","keep",-151.599909262606,20.9794793894466,2,52
53,"cell-attach","image","2016/08/10","00152",14,"Cell 2 - on parasol","keep",11.0577796112667,8.96378542621505,2,53
54,"exc","image","2016/08/10","00152",14,"Cell 2 - on parasol","keep",-424.650895209425,41.9322497561937,2,54
55,"cell-attach","intensity","2016/08/10","00152",14,"Cell 2 - on parasol","keep",7.93010872157569,7.42985037935438,2,55
56,"exc","intensity","2016/08/10","00152",14,"Cell 2 - on parasol","keep",-314.748603718982,26.6036662588882,2,56
57,"cell-attach","image","2016/08/10","00152",15,"Cell 2 - on parasol","keep",0.608029347635539,1.3631798587123,2,57
58,"exc","image","2016/08/10","00152",15,"Cell 2 - on parasol","keep",-25.9903634312313,8.48643331706255,2,58
59,"cell-attach","intensity","2016/08/10","00152",15,"Cell 2 - on parasol","keep",-0.191879127818801,0.52134926989898,2,59
60,"exc","intensity","2016/08/10","00152",15,"Cell 2 - on parasol","keep",29.4347199307928,11.0970164481131,2,60
61,"cell-attach","image","2016/08/10","00152",16,"Cell 2 - on parasol","keep",-0.140708528977379,2.84392593670948,2,61
62,"exc","image","2016/08/10","00152",16,"Cell 2 - on parasol","keep",37.4808156021964,15.6716220729623,2,62
63,"cell-attach","intensity","2016/08/10","00152",16,"Cell 2 - on parasol","keep",0.0269841978763421,0.812078145134241,2,63
64,"exc","intensity","2016/08/10","00152",16,"Cell 2 - on parasol","keep",-39.0847560660315,12.9284056809311,2,64
65,"cell-attach","image","2016/08/10","00152",17,"Cell 2 - on parasol","keep",14.4984876065995,13.1679411983632,2,65
66,"exc","image","2016/08/10","00152",17,"Cell 2 - on parasol","keep",-653.64540319427,42.4226719882089,2,66
67,"cell-attach","intensity","2016/08/10","00152",17,"Cell 2 - on parasol","keep",13.7346063099647,11.3985778379465,2,67
68,"exc","intensity","2016/08/10","00152",17,"Cell 2 - on parasol","keep",-732.286085405999,55.8449058762785,2,68
69,"cell-attach","image","2016/08/10","00152",18,"Cell 2 - on parasol","keep",2.1723903027796,2.57972005979362,2,69
70,"exc","image","2016/08/10","00152",18,"Cell 2 - on parasol","keep",-99.3825004056804,12.27954314387,2,70
71,"cell-attach","intensity","2016/08/10","00152",18,"Cell 2 - on parasol","keep",0.545983752953783,0.550110273609944,2,71
72,"exc","intensity","2016/08/10","00152",18,"Cell 2 - on parasol","keep",-96.2206476503328,12.4044826907229,2,72
73,"cell-attach","image","2016/08/10","00152",19,"Cell 2 - on parasol","keep",14.7362689321767,14.1275859704452,2,73
74,"exc","image","2016/08/10","00152",19,"Cell 2 - on parasol","keep",-946.031833992935,59.5157799218099,2,74
75,"cell-attach","intensity","2016/08/10","00152",19,"Cell 2 - on parasol","keep",17.419141774042,18.6421791922008,2,75
76,"exc","intensity","2016/08/10","00152",19,"Cell 2 - on parasol","keep",-865.477563189907,39.0554329440446,2,76
77,"cell-attach","image","2016/08/10","00152",20,"Cell 2 - on parasol","keep",2.16307763026128,1.18925668660277,2,77
78,"exc","image","2016/08/10","00152",20,"Cell 2 - on parasol","keep",-7.26678642238729,11.4273626997612,2,78
79,"cell-attach","intensity","2016/08/10","00152",20,"Cell 2 - on parasol","keep",0.535483745775848,1.91707986123554,2,79
80,"exc","intensity","2016/08/10","00152",20,"Cell 2 - on parasol","keep",-58.8135142340605,5.88877162143269,2,80
81,"cell-attach","image","2016/08/10","00152",21,"Cell 2 - on parasol","keep",0.807744306248383,0.93394160893622,2,81
82,"exc","image","2016/08/10","00152",21,"Cell 2 - on parasol","keep",-69.0004489058282,7.7603847004713,2,82
83,"cell-attach","intensity","2016/08/10","00152",21,"Cell 2 - on parasol","keep",3.99034742970706,4.22179762486757,2,83
84,"exc","intensity","2016/08/10","00152",21,"Cell 2 - on parasol","keep",-82.3394737482576,12.244516960476,2,84
85,"cell-attach","image","2016/08/10","00152",22,"Cell 2 - on parasol","keep",3.40643412708133,2.52038699773167,2,85
86,"exc","image","2016/08/10","00152",22,"Cell 2 - on parasol","keep",-135.884444685111,25.4414417291658,2,86
87,"cell-attach","intensity","2016/08/10","00152",22,"Cell 2 - on parasol","keep",4.22929826159418,3.43242237993229,2,87
88,"exc","intensity","2016/08/10","00152",22,"Cell 2 - on parasol","keep",-139.735449571734,8.01677776147316,2,88
89,"cell-attach","image","2016/08/10","00152",23,"Cell 2 - on parasol","keep",-0.374148918886533,2.46061792027277,2,89
90,"exc","image","2016/08/10","00152",23,"Cell 2 - on parasol","keep",-116.94083111997,27.2657313576571,2,90
91,"cell-attach","intensity","2016/08/10","00152",23,"Cell 2 - on parasol","keep",-0.0463801454104597,0.48899739609356,2,91
92,"exc","intensity","2016/08/10","00152",23,"Cell 2 - on parasol","keep",-42.7165113828717,9.89756266759647,2,92
93,"cell-attach","image","2016/08/10","00152",24,"Cell 2 - on parasol","keep",2.44533094519334,1.96911102307494,2,93
94,"exc","image","2016/08/10","00152",24,"Cell 2 - on parasol","keep",-45.6155540964962,5.49917028242243,2,94
95,"cell-attach","intensity","2016/08/10","00152",24,"Cell 2 - on parasol","keep",0.593791126594924,1.0254999066089,2,95
96,"exc","intensity","2016/08/10","00152",24,"Cell 2 - on parasol","keep",-31.6862809000364,6.88427876950349,2,96
97,"cell-attach","image","2016/08/10","00152",25,"Cell 2 - on parasol","keep",1.19858404028412,0.910636106890561,2,97
98,"exc","image","2016/08/10","00152",25,"Cell 2 - on parasol","keep",5.76789751160125,12.7164162558984,2,98
99,"cell-attach","intensity","2016/08/10","00152",25,"Cell 2 - on parasol","keep",-1.86219271183051,2.72251863990708,2,99
100,"exc","intensity","2016/08/10","00152",25,"Cell 2 - on parasol","keep",14.7834506187044,12.2175588776059,2,100
101,"cell-attach","image","2016/08/10","00152",26,"Cell 2 - on parasol","keep",-0.713466018946361,0.837003947130406,2,101
102,"exc","image","2016/08/10","00152",26,"Cell 2 - on parasol","keep",-31.2490348159996,8.03725658299822,2,102
103,"cell-attach","intensity","2016/08/10","00152",26,"Cell 2 - on parasol","keep",-3.48414394909422,2.02220329671769,2,103
104,"exc","intensity","2016/08/10","00152",26,"Cell 2 - on parasol","keep",-44.8764402607363,5.92288607535567,2,104
105,"cell-attach","image","2016/08/10","00152",27,"Cell 2 - on parasol","keep",10.1712362946273,10.0332057382417,2,105
106,"exc","image","2016/08/10","00152",27,"Cell 2 - on parasol","keep",-339.480446727995,35.5758077396904,2,106
107,"cell-attach","intensity","2016/08/10","00152",27,"Cell 2 - on parasol","keep",8.20486283035501,7.41560507379932,2,107
108,"exc","intensity","2016/08/10","00152",27,"Cell 2 - on parasol","keep",-417.675266213154,50.6831270568865,2,108
109,"cell-attach","image","2016/08/10","00152",28,"Cell 2 - on parasol","keep",3.61083339152401,1.68707872897545,2,109
110,"exc","image","2016/08/10","00152",28,"Cell 2 - on parasol","keep",-34.6918360474795,23.7949154104174,2,110
111,"cell-attach","intensity","2016/08/10","00152",28,"Cell 2 - on parasol","keep",0.892138011104711,1.00767298930982,2,111
112,"exc","intensity","2016/08/10","00152",28,"Cell 2 - on parasol","keep",-3.71253193677308,6.23349879675128,2,112
113,"cell-attach","image","2016/08/10","00152",29,"Cell 2 - on parasol","keep",2.4530071139527,1.32148310691775,2,113
114,"exc","image","2016/08/10","00152",29,"Cell 2 - on parasol","keep",-51.4551447930679,28.0452136615139,2,114
115,"cell-attach","intensity","2016/08/10","00152",29,"Cell 2 - on parasol","keep",2.46950160632934,1.65732372311447,2,115
116,"exc","intensity","2016/08/10","00152",29,"Cell 2 - on parasol","keep",1.24834270063929,5.01158539081085,2,116
117,"cell-attach","image","2016/08/10","00152",30,"Cell 2 - on parasol","keep",4.10667295405206,4.18814063571662,2,117
118,"exc","image","2016/08/10","00152",30,"Cell 2 - on parasol","keep",-114.128738242694,15.5300418013039,2,118
119,"cell-attach","intensity","2016/08/10","00152",30,"Cell 2 - on parasol","keep",1.67708356539591,2.70979953500673,2,119
120,"exc","intensity","2016/08/10","00152",30,"Cell 2 - on parasol","keep",-54.6627746141649,13.4490575747888,2,120
1,"cell-attach","image","2016/09/13","00152",1,"On parasol1","keep",5.55188947645153,5.74587101338268,3,1
2,"exc","image","2016/09/13","00152",1,"On parasol1","keep",-110.724200615741,13.7358646996823,3,2
3,"cell-attach","intensity","2016/09/13","00152",1,"On parasol1","keep",7.09298772496463,6.92800894407039,3,3
4,"exc","intensity","2016/09/13","00152",1,"On parasol1","keep",-136.069747989385,18.1587608382597,3,4
5,"cell-attach","image","2016/09/13","00152",2,"On parasol1","keep",-0.474393936796613,1.16414920598662,3,5
6,"exc","image","2016/09/13","00152",2,"On parasol1","keep",-18.0505129899308,11.5233095629477,3,6
7,"cell-attach","intensity","2016/09/13","00152",2,"On parasol1","keep",1.85622808954684,2.04489222828628,3,7
8,"exc","intensity","2016/09/13","00152",2,"On parasol1","keep",-2.89202244294287,1.63794051014101,3,8
9,"cell-attach","image","2016/09/13","00152",3,"On parasol1","keep",3.69682791359021,3.76659443359288,3,9
10,"exc","image","2016/09/13","00152",3,"On parasol1","keep",-44.1577150557336,5.08526322796505,3,10
11,"cell-attach","intensity","2016/09/13","00152",3,"On parasol1","keep",2.42600359894621,1.89254075368752,3,11
12,"exc","intensity","2016/09/13","00152",3,"On parasol1","keep",-28.0822740433652,4.2604766008666,3,12
13,"cell-attach","image","2016/09/13","00152",4,"On parasol1","keep",0.362371718173987,0.129637162488627,3,13
14,"exc","image","2016/09/13","00152",4,"On parasol1","keep",-12.6205121168372,6.29616441252405,3,14
15,"cell-attach","intensity","2016/09/13","00152",4,"On parasol1","keep",-0.0229732173433278,0.167112599011433,3,15
16,"exc","intensity","2016/09/13","00152",4,"On parasol1","keep",-5.46582028432277,1.6786568458894,3,16
17,"cell-attach","image","2016/09/13","00152",5,"On parasol1","keep",-3.01459494523441,2.9995757384525,3,17
18,"exc","image","2016/09/13","00152",5,"On parasol1","keep",-8.41422047137663,2.490835593035,3,18
19,"cell-attach","intensity","2016/09/13","00152",5,"On parasol1","keep",-1.14355684696876,0.980614450708456,3,19
20,"exc","intensity","2016/09/13","00152",5,"On parasol1","keep",-12.7244797616934,1.65353523170826,3,20
21,"cell-attach","image","2016/09/13","00152",6,"On parasol1","keep",11.4560360284721,10.8841602412082,3,21
22,"exc","image","2016/09/13","00152",6,"On parasol1","keep",-146.206503064149,16.5755921081246,3,22
23,"cell-attach","intensity","2016/09/13","00152",6,"On parasol1","keep",7.03525645232771,6.98890249490371,3,23
24,"exc","intensity","2016/09/13","00152",6,"On parasol1","keep",-123.270269009685,14.7131840596977,3,24
25,"cell-attach","image","2016/09/13","00152",7,"On parasol1","keep",-0.838279125376712,1.05252481379796,3,25
26,"exc","image","2016/09/13","00152",7,"On parasol1","keep",-25.4075657279101,6.22923665367436,3,26
27,"cell-attach","intensity","2016/09/13","00152",7,"On parasol1","keep",-0.156642758875553,0.151746269714385,3,27
28,"exc","intensity","2016/09/13","00152",7,"On parasol1","keep",0.367078829377541,3.3966385982611,3,28
29,"cell-attach","image","2016/09/13","00152",8,"On parasol1","keep",2.60068960161787,2.46398255292143,3,29
30,"exc","image","2016/09/13","00152",8,"On parasol1","keep",-37.1458826603353,8.13891600002719,3,30
31,"cell-attach","intensity","2016/09/13","00152",8,"On parasol1","keep",0.218178698763718,0.551190223114112,3,31
32,"exc","intensity","2016/09/13","00152",8,"On parasol1","keep",-20.0934645751652,4.27507462351753,3,32
33,"cell-attach","image","2016/09/13","00152",9,"On parasol1","keep",3.79826069042158,4.04799249137572,3,33
34,"exc","image","2016/09/13","00152",9,"On parasol1","keep",-44.3772161727624,5.64528799858915,3,34
35,"cell-attach","intensity","2016/09/13","00152",9,"On parasol1","keep",4.2344724805261,3.94250357155373,3,35
36,"exc","intensity","2016/09/13","00152",9,"On parasol1","keep",-42.8237207439512,4.77330150081869,3,36
37,"cell-attach","image","2016/09/13","00152",10,"On parasol1","keep",-0.648067341011099,1.09799917751367,3,37
38,"exc","image","2016/09/13","00152",10,"On parasol1","keep",-19.9335721370615,5.75982095709992,3,38
39,"cell-attach","intensity","2016/09/13","00152",10,"On parasol1","keep",0.306661941975377,0.212070176370263,3,39
40,"exc","intensity","2016/09/13","00152",10,"On parasol1","keep",-9.35015678606496,3.39222188111079,3,40
41,"cell-attach","image","2016/09/13","00152",11,"On parasol1","keep",2.1950777978944,1.95853228516214,3,41
42,"exc","image","2016/09/13","00152",11,"On parasol1","keep",-31.3865833466154,4.2488818530082,3,42
43,"cell-attach","intensity","2016/09/13","00152",11,"On parasol1","keep",0.11648203231319,0.170137902778337,3,43
44,"exc","intensity","2016/09/13","00152",11,"On parasol1","keep",-33.6896363523271,3.42822741354741,3,44
45,"cell-attach","image","2016/09/13","00152",12,"On parasol1","keep",0.140738079190028,0.0969223507963211,3,45
46,"exc","image","2016/09/13","00152",12,"On parasol1","keep",-7.06150114439793,3.40794605985296,3,46
47,"cell-attach","intensity","2016/09/13","00152",12,"On parasol1","keep",1.86467384498357,1.15442906763489,3,47
48,"exc","intensity","2016/09/13","00152",12,"On parasol1","keep",-2.81028056484902,2.66997611993366,3,48
49,"cell-attach","image","2016/09/13","00152",13,"On parasol1","keep",4.00697573539292,3.99948767784009,3,49
50,"exc","image","2016/09/13","00152",13,"On parasol1","keep",-62.1677610022557,8.53295650035354,3,50
51,"cell-attach","intensity","2016/09/13","00152",13,"On parasol1","keep",3.56006687602774,2.95307976764207,3,51
52,"exc","intensity","2016/09/13","00152",13,"On parasol1","keep",-30.9934761277626,1.93357371780617,3,52
53,"cell-attach","image","2016/09/13","00152",14,"On parasol1","keep",3.85155894440954,4.04839249122283,3,53
54,"exc","image","2016/09/13","00152",14,"On parasol1","keep",-81.6237228163271,12.0864964784076,3,54
55,"cell-attach","intensity","2016/09/13","00152",14,"On parasol1","keep",9.90358578294476,10.0254816020287,3,55
56,"exc","intensity","2016/09/13","00152",14,"On parasol1","keep",-79.8389592879242,10.7678644943567,3,56
57,"cell-attach","image","2016/09/13","00152",15,"On parasol1","keep",1.21998538370766,1.26123445288582,3,57
58,"exc","image","2016/09/13","00152",15,"On parasol1","keep",1.91290508251502,2.48330717102429,3,58
59,"cell-attach","intensity","2016/09/13","00152",15,"On parasol1","keep",2.54542222704371,2.4837205232507,3,59
60,"exc","intensity","2016/09/13","00152",15,"On parasol1","keep",4.39752555499249,1.26487682377524,3,60
61,"cell-attach","image","2016/09/13","00152",16,"On parasol1","keep",-0.601633238727017,1.22743390390112,3,61
62,"exc","image","2016/09/13","00152",16,"On parasol1","keep",-0.867433147468296,6.15419324123347,3,62
63,"cell-attach","intensity","2016/09/13","00152",16,"On parasol1","keep",0.0639010894199603,0.218391677617228,3,63
64,"exc","intensity","2016/09/13","00152",16,"On parasol1","keep",-5.00850214686102,2.32246434329509,3,64
