id,currentBarWidth,splitOnRecType,stimulusTag,currentAbsContrast,currentMeanLevel,splitOnExperimentDate,celllabel,splitOnDelTag,backgroundIntensity,rfSigmaCenter,MeanRespOn,SEM,nodeid,leafid
147,-20,"inh","grating",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,-14.5897354978008,0,2,147
148,-20,"cell-attach","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,39.9800099950027,0,2,148
149,-20,"exc","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,-282.943255137375,0,2,149
150,-20,"inh","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,-6.8981206006473,0,2,150
151,20,"cell-attach","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,36.1625809041354,36.8376346743508,2,151
152,20,"exc","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-404.418089186226,0,2,152
153,20,"inh","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-57.1904731970724,0,2,153
154,20,"cell-attach","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,32.1683514168794,32.7991648249993,2,154
155,20,"exc","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-426.283885043953,0,2,155
156,20,"inh","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-117.158561028883,0,2,156
157,20,"cell-attach","grating",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,29.9850074962521,0,2,157
158,20,"exc","grating",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,-244.998567262092,0,2,158
159,20,"inh","grating",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,6.47895261433558,0,2,159
160,20,"cell-attach","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,54.9725137431284,0,2,160
161,20,"exc","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,-259.670530201694,0,2,161
162,20,"inh","intensity",0.25,0.4,"2017/01/12","Cell","keep",0.2,58,10.8166643116442,0,2,162
163,46.6666666666667,"cell-attach","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,24.2392728987388,25.7332408443896,2,163
164,46.6666666666667,"exc","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-349.957228600253,0,2,164
165,46.6666666666667,"inh","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-14.7036750339374,0,2,165
166,46.6666666666667,"cell-attach","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,16.4694911018516,18.510518893151,2,166
167,46.6666666666667,"exc","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-357.32599802301,0,2,167
168,46.6666666666667,"inh","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-25.6499859494465,0,2,168
169,73.3333333333333,"cell-attach","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,27.2976991861931,27.6698170556856,2,169
170,73.3333333333333,"exc","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-329.276241432424,0,2,170
171,73.3333333333333,"inh","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-47.4970018215055,0,2,171
172,73.3333333333333,"cell-attach","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,54.9725137431283,0,2,172
173,73.3333333333333,"exc","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-249.500260917192,0,2,173
174,73.3333333333333,"inh","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-3.01343892559186,0,2,174
175,100,"cell-attach","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,39.9800099950027,0,2,175
176,100,"exc","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-239.792121589136,0,2,176
177,100,"inh","grating",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-19.7858728458104,0,2,177
178,100,"cell-attach","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,39.9800099950025,0,2,178
179,100,"exc","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-256.805664859167,0,2,179
180,100,"inh","intensity",0.1,0.4,"2017/01/12","Cell","keep",0.2,58,-16.085806015151,0,2,180
181,-100,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912544,0,2,181
182,-100,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-512.699853951307,0,2,182
183,-100,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,20.0912225854296,0,2,183
184,-100,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,54.9725137431284,0,2,184
185,-100,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-500.102755566367,0,2,185
186,-100,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,14.2931897351671,0,2,186
187,-73.3333333333333,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912543,0,2,187
188,-73.3333333333333,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-532.158027720843,0,2,188
189,-73.3333333333333,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-10.0714427568356,0,2,189
190,-73.3333333333333,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912542,0,2,190
191,-73.3333333333333,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-487.021492287754,0,2,191
192,-73.3333333333333,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-18.9179379311157,0,2,192
193,-46.6666666666667,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,52.1518947628864,52.7956314739973,2,193
194,-46.6666666666667,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-604.701199787234,0,2,194
195,-46.6666666666667,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-14.2425563452505,0,2,195
196,-46.6666666666667,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,32.9558887372199,42.00663000341,2,196
197,-46.6666666666667,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-660.484685976849,0,2,197
198,-46.6666666666667,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,0.813080121059953,0,2,198
199,-20,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,50.7581539036752,49.1918710838326,2,199
200,-20,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-600.749275172008,0,2,200
201,-20,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-2.30417178861817,0,2,201
202,-20,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,43.7343222659074,41.2182014722246,2,202
203,-20,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-731.9890857971,0,2,203
204,-20,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-76.8361128554652,0,2,204
205,-20,"cell-attach","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,64.9675162418788,0,2,205
206,-20,"exc","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-575.620130250949,0,2,206
207,-20,"inh","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-25.5256818337904,0,2,207
208,-20,"cell-attach","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,74.9625187406298,0,2,208
209,-20,"exc","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-438.243013807832,0,2,209
210,-20,"inh","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,32.2920968488936,0,2,210
211,20,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,52.4934882240206,52.4540380128621,2,211
212,20,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-701.820335350755,0,2,212
213,20,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,25.0105492553639,0,2,213
214,20,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,52.8582263480873,52.0843023875465,2,214
215,20,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-802.834508635778,0,2,215
216,20,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,13.8695360207435,0,2,216
217,20,"cell-attach","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,59.9700149925036,0,2,217
218,20,"exc","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-426.7207638732,0,2,218
219,20,"inh","grating",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-28.6527614097092,0,2,219
220,20,"cell-attach","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912541,0,2,220
221,20,"exc","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-456.497118716968,0,2,221
222,20,"inh","intensity",0.3,0.5,"2017/01/12","Cell","keep",0.2,58,-40.3378145698727,0,2,222
223,46.6666666666667,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,33.6155225382019,31.3519937036768,2,223
224,46.6666666666667,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-584.971687835104,0,2,224
225,46.6666666666667,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,14.1303605963272,0,2,225
226,46.6666666666667,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,50.0721399052184,49.8778850822892,2,226
227,46.6666666666667,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-599.878316710555,0,2,227
228,46.6666666666667,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-62.3674454166596,0,2,228
229,73.3333333333333,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,39.2598306682874,40.7001893217181,2,229
230,73.3333333333333,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-544.387380568864,0,2,230
231,73.3333333333333,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-8.52961912464763,0,2,231
232,73.3333333333333,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,46.4104983944426,48.5395265930654,2,232
233,73.3333333333333,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-602.136088500614,0,2,233
234,73.3333333333333,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-0.718454993151041,0,2,234
235,100,"cell-attach","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912543,0,2,235
236,100,"exc","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-580.06866887488,0,2,236
237,100,"inh","grating",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-85.5586211622414,0,2,237
238,100,"cell-attach","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,69.9650174912544,0,2,238
239,100,"exc","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-510.410219593758,0,2,239
240,100,"inh","intensity",0.1,0.5,"2017/01/12","Cell","keep",0.2,58,-52.9058248046555,0,2,240
1,-100,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,46.8443593425066,38.1131618968744,3,1
2,-100,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,40.8609863471522,37.2372194519094,3,2
3,-73.3333333333333,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,46.4777066316697,38.4798146077113,3,3
4,-73.3333333333333,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,43.8302972408414,39.9513413516278,3,4
5,-46.6666666666667,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,49.8178741645036,44.6446984707485,3,5
6,-46.6666666666667,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,41.8043288974704,38.1556910925352,3,6
7,-20,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,25.1227810757011,19.9511314717894,3,7
8,-20,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,20.2766135245936,16.5628640717742,3,8
9,20,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,25.1021124217908,20.802501574734,3,9
10,20,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,18.6517785936021,15.3296231911187,3,10
11,46.6666666666667,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,46.8545362387338,43.1004862500228,3,11
12,46.6666666666667,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,42.3703377443374,37.5871834950437,3,12
13,73.3333333333333,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,46.8773117947032,43.0777106940535,3,13
14,73.3333333333333,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,43.6801178982746,41.2774033411064,3,14
15,100,"cell-attach","grating",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,38.7150533112126,33.8863420695294,3,15
16,100,"cell-attach","intensity",0.1,0.1,"2017/02/07","Cell1","keep",0.3,40,42.7513371571051,37.2086828329003,3,16
17,-100,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,29.9620878766901,26.5782693956539,3,17
18,-100,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,31.7362286316361,28.2337863608674,3,18
19,-73.3333333333333,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,23.4401907183372,21.5348217754159,3,19
20,-73.3333333333333,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,28.9041871328617,26.0683266102666,3,20
21,-46.6666666666667,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,30.6333668055933,29.3366481869102,3,21
22,-46.6666666666667,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,30.7682477220997,29.2017672704038,3,22
23,-20,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,25.9770305390148,23.9979819547383,3,23
24,-20,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,26.3520674607028,23.6229450330503,3,24
25,-20,"cell-attach","grating",0.15,0.2,"2017/02/07","Cell1","keep",0.3,40,26.1035496810844,23.8714628126687,3,25
26,-20,"cell-attach","intensity",0.15,0.2,"2017/02/07","Cell1","keep",0.3,40,20.8813475679696,19.0986624270331,3,26
27,20,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,28.3614954882354,26.6110182548929,3,27
28,20,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,30.4694940708584,29.5005209216451,3,28
29,20,"cell-attach","grating",0.15,0.2,"2017/02/07","Cell1","keep",0.3,40,26.8215656288612,24.7212903941076,3,29
30,20,"cell-attach","intensity",0.15,0.2,"2017/02/07","Cell1","keep",0.3,40,31.3808025829649,28.5892124095386,3,30
31,46.6666666666667,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,20.7578780344373,19.2171344593158,3,31
32,46.6666666666667,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,30.780707183038,29.1843103082163,3,32
33,73.3333333333333,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,30.6197312438878,29.3502837486157,3,33
34,73.3333333333333,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,28.5423926948261,26.4276222976774,3,34
35,100,"cell-attach","grating",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,28.0933419826414,26.8791717604869,3,35
36,100,"cell-attach","intensity",0.1,0.2,"2017/02/07","Cell1","keep",0.3,40,23.8305667829157,21.1444457108374,3,36
37,-100,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,13.4788180095118,11.5086882373649,3,37
38,-100,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,2.88554650708079,2.11195474229452,3,38
39,-73.3333333333333,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,3.02789214463702,1.96960910473829,3,39
40,-73.3333333333333,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.190098190338422,0.190098190338422,3,40
41,-46.6666666666667,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-1.94602209984501,3.05397790015499,3,41
42,-46.6666666666667,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.0729124047078092,0.0729124047078092,3,42
43,-20,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,0.402510321329751,0.402510321329751,3,43
44,-20,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.00139828812426098,0.00139828812426098,3,44
45,-20,"cell-attach","grating",0.2,0.3,"2017/02/07","Cell1","keep",0.3,40,2.05120536866019,2.94629588071512,3,45
46,-20,"cell-attach","intensity",0.2,0.3,"2017/02/07","Cell1","keep",0.3,40,0.395586342336866,0.395586342336866,3,46
47,20,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,0.151173165985614,0.153671916610302,3,47
48,20,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.0245918444267967,0.0245918444267967,3,48
49,20,"cell-attach","grating",0.2,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.116213119614474,0.116213119614474,3,49
50,20,"cell-attach","intensity",0.2,0.3,"2017/02/07","Cell1","keep",0.3,40,-0.585915329478114,0.585915329478114,3,50
51,46.6666666666667,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-4.83124611828253,5.16875388171747,3,51
52,46.6666666666667,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-2.54020546464301,2.45979453535699,3,52
53,73.3333333333333,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,0.0515237822501274,0.0515237822501274,3,53
54,73.3333333333333,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-2.57505743296984,2.42494256703016,3,54
55,100,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,7.87809377973215,7.11440996839378,3,55
56,100,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell1","keep",0.3,40,-2.61840031984536,2.38159968015464,3,56
57,-100,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.159350583157203,0.159350583157203,3,57
58,-100,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-4.73057292811061,5.26942707188939,3,58
59,-73.3333333333333,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-2.48445562133167,2.51554437866833,3,59
60,-73.3333333333333,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.0518887295113392,0.0518887295113392,3,60
61,-46.6666666666667,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.252580560228508,0.252580560228508,3,61
62,-46.6666666666667,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.646942981545802,0.646942981545802,3,62
63,-20,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,2.66009372924127,2.33740752013404,3,63
64,-20,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.286040123633445,0.286040123633445,3,64
65,-20,"cell-attach","grating",0.25,0.4,"2017/02/07","Cell1","keep",0.3,40,0.216039628305793,0.216039628305793,3,65
66,-20,"cell-attach","intensity",0.25,0.4,"2017/02/07","Cell1","keep",0.3,40,0.169906857779724,0.169906857779724,3,66
67,20,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-2.38307015106702,2.61692984893298,3,67
68,20,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-0.0430957976295322,0.0405970470048444,3,68
69,20,"cell-attach","grating",0.25,0.4,"2017/02/07","Cell1","keep",0.3,40,-2.26873273195808,2.73126726804192,3,69
70,20,"cell-attach","intensity",0.25,0.4,"2017/02/07","Cell1","keep",0.3,40,-0.0214281175540497,0.0214281175540497,3,70
71,46.6666666666667,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-2.56156207423699,2.43843792576301,3,71
72,46.6666666666667,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.171301347598853,0.171301347598853,3,72
73,73.3333333333333,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.208309863052452,0.21080861367714,3,73
74,73.3333333333333,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,0.0563132158845492,0.0563132158845492,3,74
75,100,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-1.64042452351095,3.35957547648905,3,75
76,100,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell1","keep",0.3,40,-1.84688135599235,3.15311864400765,3,76
1,-100,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.89550604461323,2.89550604461323,4,1
2,-100,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,23.2085135107746,0,4,2
3,-100,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,500.764495266137,0,4,3
4,-100,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,1.68603827638364,1.68603827638364,4,4
5,-100,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,12.8786103157656,0,4,5
6,-100,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,237.730795607214,0,4,6
7,-73.3333333333333,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.12797397867205,2.12797397867205,4,7
8,-73.3333333333333,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,25.6427447254257,0,4,8
9,-73.3333333333333,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,549.929542261223,0,4,9
10,-73.3333333333333,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,1.48069687474811,1.48069687474811,4,10
11,-73.3333333333333,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,10.5669724751628,0,4,11
12,-73.3333333333333,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,414.235520522316,0,4,12
13,-73.3333333333333,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,420.80451831466,0,4,13
14,-73.3333333333333,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,293.402267245382,0,4,14
15,-46.6666666666667,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.29784922548096,2.29784922548096,4,15
16,-46.6666666666667,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,22.7218385572836,0,4,16
17,-46.6666666666667,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,315.462606566329,0,4,17
18,-46.6666666666667,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.75778765203288,2.75778765203288,4,18
19,-46.6666666666667,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,14.0527113320616,0,4,19
20,-46.6666666666667,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,392.154670290118,0,4,20
21,-46.6666666666667,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,424.804061959815,0,4,21
22,-46.6666666666667,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,409.776746569141,0,4,22
23,-20,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,1.2552408669902,1.61864949042716,4,23
24,-20,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,29.670389305552,0,4,24
25,-20,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,123.743822670319,0,4,25
26,-20,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.55051190006195,1.37085571699108,4,26
27,-20,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,18.273517350001,0,4,27
28,-20,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,746.506463119529,0,4,28
29,-20,"cell-attach","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,1.34648066457857,1.34648066457857,4,29
30,-20,"exc","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,8.12826233534807,0,4,30
31,-20,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,196.849421238468,0,4,31
32,-20,"cell-attach","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,2.78081257829811,2.78081257829811,4,32
33,-20,"exc","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,16.3471398997655,0,4,33
34,-20,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,424.264314410171,0,4,34
35,20,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,5.45951390083748,3.19595485036359,4,35
36,20,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,20.9556981452847,0,4,36
37,20,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,470.375045575789,0,4,37
38,20,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.01800945624065,1.00916897026903,4,38
39,20,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,27.1610166158175,0,4,39
40,20,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,368.644005612569,0,4,40
41,20,"cell-attach","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,0.375705158643441,0.375705158643441,4,41
42,20,"exc","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,17.1358232341958,0,4,42
43,20,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,54.3451345786735,0,4,43
44,20,"cell-attach","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,1.6027705713104,1.6027705713104,4,44
45,20,"exc","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,60,15.0180106355257,0,4,45
46,20,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,95.0507112087438,0,4,46
47,46.6666666666667,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,9.20003199560627,9.20003199560627,4,47
48,46.6666666666667,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,28.7821399126375,0,4,48
49,46.6666666666667,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,649.635620893225,0,4,49
50,46.6666666666667,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,-4.80469205953005,4.80469205953005,4,50
51,46.6666666666667,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,16.4304450506574,0,4,51
