id,currentBarWidth,splitOnRecType,stimulusTag,currentAbsContrast,currentMeanLevel,splitOnExperimentDate,celllabel,splitOnDelTag,backgroundIntensity,rfSigmaCenter,MeanRespOn,SEM,nodeid,leafid
52,46.6666666666667,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,421.280022864722,0,4,52
53,46.6666666666667,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,323.777063860389,0,4,53
54,46.6666666666667,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,438.029873918952,0,4,54
55,73.3333333333333,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,1.54260514832795,1.54260514832795,4,55
56,73.3333333333333,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,16.6034862699888,0,4,56
57,73.3333333333333,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,503.741400152035,0,4,57
58,73.3333333333333,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,1.8623328853882,1.8623328853882,4,58
59,73.3333333333333,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,4.72521453820876,0,4,59
60,73.3333333333333,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,140.11736469109,0,4,60
61,73.3333333333333,"inh","grating",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,354.514917728577,0,4,61
62,73.3333333333333,"inh","intensity",0.175,0.25,"2017/02/07","Cell2","keep",0.3,30,221.199503597987,0,4,62
63,100,"cell-attach","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,3.53819622901571,3.53819622901571,4,63
64,100,"exc","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,6.69712237462081,0,4,64
65,100,"inh","grating",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,635.08036619668,0,4,65
66,100,"cell-attach","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,2.57018503303806,2.57018503303806,4,66
67,100,"exc","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,60,20.2449074374334,0,4,67
68,100,"inh","intensity",0.1,0.25,"2017/02/07","Cell2","keep",0.3,30,139.663638199946,0,4,68
69,-100,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.27834906030706,0.27834906030706,4,69
70,-100,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,9.59529314227247,0,4,70
71,-100,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,142.708670840522,0,4,71
72,-100,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.691137518232404,0.691137518232404,4,72
73,-100,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-1.29853672040442,0,4,73
74,-100,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,30.1285025997025,0,4,74
75,-73.3333333333333,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-1.05361371235589,1.05361371235589,4,75
76,-73.3333333333333,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-3.60693504907894,0,4,76
77,-73.3333333333333,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,22.8022393047044,0,4,77
78,-73.3333333333333,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.561859214242488,0.561859214242488,4,78
79,-73.3333333333333,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-2.53752703569241,0,4,79
80,-73.3333333333333,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-20.6596333526554,0,4,80
81,-46.6666666666667,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.532429878169168,0.532429878169168,4,81
82,-46.6666666666667,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.849637974975276,0,4,82
83,-46.6666666666667,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-23.7458794506609,0,4,83
84,-46.6666666666667,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.654922731251855,0.654922731251855,4,84
85,-46.6666666666667,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,2.39129031720472,0,4,85
86,-46.6666666666667,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-9.48660990077075,0,4,86
87,-46.6666666666667,"inh","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-26.7411672902384,0,4,87
88,-46.6666666666667,"inh","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-42.3351984987339,0,4,88
89,-20,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.533673972871203,0.533673972871203,4,89
90,-20,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.475516058107858,0,4,90
91,-20,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,10.9717743431118,0,4,91
92,-20,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.983514662511099,0.92329330110328,4,92
93,-20,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,2.97733596734346,0,4,93
94,-20,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-118.212605040069,0,4,94
95,-20,"cell-attach","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-1.45830004819945,1.45830004819945,4,95
96,-20,"exc","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-8.12854315352346,0,4,96
97,-20,"inh","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,18.451868745137,0,4,97
98,-20,"cell-attach","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,0.104508198885173,0.104508198885173,4,98
99,-20,"exc","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-5.88945832892579,0,4,99
100,-20,"inh","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,6.87547684221677,0,4,100
101,20,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.0574560861604649,1.28691974811081,4,101
102,20,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,2.17211993288188,0,4,102
103,20,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,105.236226157795,0,4,103
104,20,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.613464845258685,1.0880440339472,4,104
105,20,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,3.69742035244926,0,4,105
106,20,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-149.347837733374,0,4,106
107,20,"cell-attach","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-1.27303607960997,1.27303607960997,4,107
108,20,"exc","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-2.89972562669347,0,4,108
109,20,"inh","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-53.5363355225431,0,4,109
110,20,"cell-attach","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.531612443453987,0.531612443453987,4,110
111,20,"exc","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,60,-2.8582139745169,0,4,111
112,20,"inh","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-9.43458925966171,0,4,112
113,46.6666666666667,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-5.34395286540912,5.34395286540912,4,113
114,46.6666666666667,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-2.14817082511513,0,4,114
115,46.6666666666667,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-1.0287086354186,0,4,115
116,46.6666666666667,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.319900811778858,0.319900811778858,4,116
117,46.6666666666667,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-5.03459766445727,0,4,117
118,46.6666666666667,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,22.6246951029792,0,4,118
119,46.6666666666667,"inh","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-39.3493491621677,0,4,119
120,46.6666666666667,"inh","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-7.440251138331,0,4,120
121,73.3333333333333,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,0.707302625009747,0.707302625009747,4,121
122,73.3333333333333,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-6.84391571983755,0,4,122
123,73.3333333333333,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-43.2970259951874,0,4,123
124,73.3333333333333,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.56802404280821,0.56802404280821,4,124
125,73.3333333333333,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,2.44419010876161,0,4,125
126,73.3333333333333,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,-32.9638242884779,0,4,126
127,73.3333333333333,"inh","grating",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,63.9330641157944,0,4,127
128,73.3333333333333,"inh","intensity",0.2,0.3,"2017/02/07","Cell2","keep",0.3,30,-35.9123082151514,0,4,128
129,100,"cell-attach","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.141984511026139,0.141984511026139,4,129
130,100,"exc","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.20688720476701,0,4,130
131,100,"inh","grating",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,32.4265028042336,0,4,131
132,100,"cell-attach","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-0.648388935029708,0.648388935029708,4,132
133,100,"exc","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,60,-4.81898473121211,0,4,133
134,100,"inh","intensity",0.1,0.3,"2017/02/07","Cell2","keep",0.3,30,10.7712073695367,0,4,134
135,-100,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.621394600097008,0.621394600097008,4,135
136,-100,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-41.7764399368862,0,4,136
137,-100,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,1.77944304692655,0,4,137
138,-100,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.0888933150756072,0.0888933150756072,4,138
139,-100,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-29.8304469416663,0,4,139
140,-100,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-59.8357577922086,0,4,140
141,-73.3333333333333,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.390547319770966,0.390547319770966,4,141
142,-73.3333333333333,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-22.2916259403534,0,4,142
143,-73.3333333333333,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-7.82170074030792,0,4,143
144,-73.3333333333333,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.484359975721576,0.484359975721576,4,144
145,-73.3333333333333,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-39.1627102822042,0,4,145
146,-73.3333333333333,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-61.7610455216307,0,4,146
147,-46.6666666666667,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.244053463825545,0.244053463825545,4,147
148,-46.6666666666667,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-32.2522538694793,0,4,148
149,-46.6666666666667,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-12.8739901418713,0,4,149
150,-46.6666666666667,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-1.43917194517622,1.43917194517622,4,150
151,-46.6666666666667,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-29.7547788393968,0,4,151
152,-46.6666666666667,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-125.160470353799,0,4,152
153,-46.6666666666667,"inh","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-52.4340760542178,0,4,153
154,-46.6666666666667,"inh","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-19.1271036601394,0,4,154
155,-20,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,1.910794267075,3.08670698230032,4,155
156,-20,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-27.336966437247,0,4,156
157,-20,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-42.5480573441993,0,4,157
158,-20,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,1.14429448704072,1.14429448704072,4,158
159,-20,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-23.1290586415689,0,4,159
160,-20,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-118.52661756587,0,4,160
161,-20,"cell-attach","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-1.67324838159169,1.67324838159169,4,161
162,-20,"exc","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-25.1685530640591,0,4,162
163,-20,"inh","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,59.2950540673233,0,4,163
164,-20,"cell-attach","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-1.75297164797922,1.75297164797922,4,164
165,-20,"exc","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-40.7750846650799,0,4,165
166,-20,"inh","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-47.391483607531,0,4,166
167,20,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,2.15941188086153,1.83925802950068,4,167
168,20,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-27.0820853532582,0,4,168
169,20,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-29.9922883256022,0,4,169
170,20,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,3.97923424919318,3.58324662831052,4,170
171,20,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-29.7274720486197,0,4,171
172,20,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-45.4816838431964,0,4,172
173,20,"cell-attach","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,0.0307788178018063,0.0307788178018063,4,173
174,20,"exc","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-25.5656892176842,0,4,174
175,20,"inh","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-3.40263814351742,0,4,175
176,20,"cell-attach","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.951776035346869,0.951776035346869,4,176
177,20,"exc","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,60,-20.1569918618041,0,4,177
178,20,"inh","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-30.0540246020669,0,4,178
179,46.6666666666667,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-1.32450439909434,1.32450439909434,4,179
180,46.6666666666667,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-35.4228993765799,0,4,180
181,46.6666666666667,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-85.1067052050114,0,4,181
182,46.6666666666667,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,2.23244420927165,2.23244420927165,4,182
183,46.6666666666667,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-26.8245040864507,0,4,183
184,46.6666666666667,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-42.482265425793,0,4,184
185,46.6666666666667,"inh","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,8.10182319799578,0,4,185
186,46.6666666666667,"inh","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-46.1830382860068,0,4,186
187,73.3333333333333,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,4.17868689143546,5.81631560731516,4,187
188,73.3333333333333,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-16.2484235994789,0,4,188
189,73.3333333333333,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-6.785829249098,0,4,189
190,73.3333333333333,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,2.06844413338847,2.92905711598684,4,190
191,73.3333333333333,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-17.7911009227789,0,4,191
192,73.3333333333333,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-19.4965417557052,0,4,192
193,73.3333333333333,"inh","grating",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,-11.2491197501449,0,4,193
194,73.3333333333333,"inh","intensity",0.25,0.4,"2017/02/07","Cell2","keep",0.3,30,54.9773144736329,0,4,194
195,100,"cell-attach","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-0.304019783301857,0.304019783301857,4,195
196,100,"exc","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-34.5789060605666,0,4,196
197,100,"inh","grating",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,-45.5728098228156,0,4,197
198,100,"cell-attach","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,0.467635970803832,0.467635970803832,4,198
199,100,"exc","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,60,-21.2508660789089,0,4,199
200,100,"inh","intensity",0.1,0.4,"2017/02/07","Cell2","keep",0.3,30,10.939124982636,0,4,200
201,-100,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,40.7025866431631,34.2599320974667,4,201
202,-100,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-200.920904332224,0,4,202
203,-100,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,21.3928892126061,18.5871207823966,4,203
204,-100,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-174.068215301042,0,4,204
205,-73.3333333333333,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,24.427461061551,15.5525489334517,4,205
206,-73.3333333333333,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-181.574213373132,0,4,206
207,-73.3333333333333,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,24.9744643640435,20.0030468803343,4,207
208,-73.3333333333333,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-198.538586857005,0,4,208
209,-46.6666666666667,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,30.2790577242457,24.6934560188826,4,209
210,-46.6666666666667,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-156.50938561644,0,4,210
211,-46.6666666666667,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,30.5109282414897,24.4615855016387,4,211
212,-46.6666666666667,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-199.748271558298,0,4,212
213,-20,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,26.7928157790048,33.1771992134988,4,213
214,-20,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-223.109918336089,0,4,214
215,-20,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,36.117606051453,32.7695190134654,4,215
216,-20,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-223.904272666648,0,4,216
217,-20,"cell-attach","grating",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,29.5244378360549,25.4480759070734,4,217
218,-20,"exc","grating",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,-219.717606490016,0,4,218
219,-20,"cell-attach","intensity",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,25.063771253317,24.9112412404361,4,219
220,-20,"exc","intensity",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,-187.072575806572,0,4,220
221,20,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,21.1105624087946,16.9309789587881,4,221
222,20,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-153.567323142484,0,4,222
223,20,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,29.0873350099592,25.4451054298213,4,223
224,20,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-186.518916439352,0,4,224
225,20,"cell-attach","grating",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,31.5539588538235,28.4160561386801,4,225
226,20,"exc","grating",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,-155.582995237886,0,4,226
227,20,"cell-attach","intensity",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,27.4442628145452,22.3347692380559,4,227
228,20,"exc","intensity",0.3,0.5,"2017/02/07","Cell2","keep",0.3,60,-217.774330605175,0,4,228
229,46.6666666666667,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,29.5164793113318,25.4560344317965,4,229
230,46.6666666666667,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-185.753215536436,0,4,230
231,46.6666666666667,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,36.7390672225078,33.2259502687465,4,231
232,46.6666666666667,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-175.027000300359,0,4,232
233,73.3333333333333,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,26.2035782125241,23.771434281229,4,233
234,73.3333333333333,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-126.341218062744,0,4,234
235,73.3333333333333,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,29.6144586003009,25.3580551428274,4,235
236,73.3333333333333,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-175.567048171981,0,4,236
237,100,"cell-attach","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,31.7643512137825,28.205663778721,4,237
238,100,"exc","grating",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-153.262797603784,0,4,238
239,100,"cell-attach","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,39.0725630889816,34.7140730047364,4,239
240,100,"exc","intensity",0.1,0.5,"2017/02/07","Cell2","keep",0.3,60,-237.170339282797,0,4,240
1,-100,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,3.06326953367852,3.06326953367852,5,1
2,-100,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,83.7032770838228,0,5,2
3,-100,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-1.76433745531641,3.23566254468359,5,3
4,-100,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,46.3523870113141,0,5,4
5,-73.3333333333333,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-0.0392075700428309,0.484768452110601,5,5
6,-73.3333333333333,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,61.1909531832468,0,5,6
7,-73.3333333333333,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-1.26170551396094,1.92897959756704,5,7
8,-73.3333333333333,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,63.0619355178815,0,5,8
9,-46.6666666666667,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-5.64202460911798,4.39538648293636,5,9
10,-46.6666666666667,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,53.1355305268768,0,5,10
11,-46.6666666666667,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-3.72150314178497,3.31019323177395,5,11
12,-46.6666666666667,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,42.3815732550667,0,5,12
13,-20,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,1.8730950240941,4.22223174071082,5,13
14,-20,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,26.3953750346281,0,5,14
15,-20,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-3.65348214870917,3.24441848186105,5,15
16,-20,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,18.6921133324899,0,5,16
17,-20,"cell-attach","grating",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,-1.49204516356854,1.49204516356854,5,17
18,-20,"exc","grating",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,47.2194197256718,0,5,18
19,-20,"cell-attach","intensity",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,1.10372845453969,1.10622720516438,5,19
20,-20,"exc","intensity",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,73.8933408228119,0,5,20
21,20,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-4.3419737886668,2.86254392396674,5,21
22,20,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,32.4386432528798,0,5,22
23,20,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-1.23095150378268,1.28444215172238,5,23
24,20,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,36.4495865052044,0,5,24
25,20,"cell-attach","grating",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,-6.76845919887734,3.23403955174734,5,25
26,20,"exc","grating",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,43.983398896419,0,5,26
27,20,"cell-attach","intensity",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,-3.20501909458819,1.79498090541181,5,27
28,20,"exc","intensity",0.175,0.25,"2017/03/22","Cell1","keep",0.3,50,43.681609684553,0,5,28
29,46.6666666666667,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-1.71824133782532,1.67328569955312,5,29
30,46.6666666666667,"exc","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,17.117752387878,0,5,30
31,46.6666666666667,"cell-attach","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-3.19008790958586,3.41179863531686,5,31
32,46.6666666666667,"exc","intensity",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,4.61370173638532,0,5,32
33,73.3333333333333,"cell-attach","grating",0.1,0.25,"2017/03/22","Cell1","keep",0.3,50,-3.24491710381525,3.434606540084,5,33
